event_id,date_std,timestamp_utc,year,state,latitude,longitude,event_title,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,source_name,source_catalog,source_record_id,source_dataset,source_link,verification_basis,data_quality_flag
2166,2010-07-29,2010-07-29 05:30:00,2010,Manipur,24.979,93.503,"Highway 53 at Tupul, Tamenglong district","Highway 53 at Tupul, Tamenglong district",Known within 10 km,Landslide,Downpour,Medium,Unknown,0,,gsi.gov,GLC,2166.0,NASA COOLR,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
2164,2010-07-30,2010-07-30 04:30:00,2010,Manipur,25.31,94.482,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur","Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",Known within 25 km,Landslide,Downpour,Medium,Unknown,0,,E-Pao,GLC,2164.0,NASA COOLR,http://www.e-pao.net/GP.asp?src=28..210810.aug10,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
2182,2010-07-31,2010-07-31 14:30:00,2010,Manipur,24.936,93.844,Dimapur-Imphal highway (NH 39) near Manipur,Dimapur-Imphal highway (NH 39) near Manipur,Known within 25 km,Landslide,Rain,Medium,Unknown,0,,youtube,GLC,2182.0,NASA COOLR,http://www.youtube.com/watch?v=jHTtW2WaJGw,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
2253,2010-08-16,2010-08-16 04:30:00,2010,Manipur,25.31,94.483,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur","Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",Known within 25 km,Landslide,Downpour,Medium,Unknown,0,,e-pao,GLC,2253.0,NASA COOLR,http://www.e-pao.net/GP.asp?src=28..210810.aug10,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
2283,2010-08-19,2010-08-19 05:30:00,2010,Manipur,24.896,93.496,"2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur","2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur",Known within 5 km,Mudslide,Downpour,Medium,Unknown,0,,e-pao.net,GLC,2283.0,NASA COOLR,http://e-pao.net/GP.asp?src=21..210810.aug10,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
2304,2010-08-21,2010-08-21 23:30:00,2010,Manipur,25.572,94.121,"NH 39 at Kigwema(?), between Mao Gate and Kohima, Nagaland","NH 39 at Kigwema(?), between Mao Gate and Kohima, Nagaland",Known within 10 km,Landslide,Downpour,Medium,Unknown,0,,e-pao,GLC,2304.0,NASA COOLR,http://www.e-pao.net/GP.asp?src=21..210810.aug10,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
2324,2010-08-25,2010-08-25 01:02:00,2010,Manipur,24.803,93.623,Landslide on NH-53,NH-53 at K Sinam village,Known within 5 km,Landslide,Downpour,Medium,Above road,,,India News,GLC,,NASA COOLR,http://www.indiaid.com/blog/_archives/2010/8/25/4613332.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
2343,2010-08-27,2010-08-27 22:00:00,2010,Manipur,25.479,94.133,"NH-39 at Ekai village(?), 2 km for Tadubi, Manipur","NH-39 at Ekai village(?), 2 km for Tadubi, Manipur",Known within 5 km,Landslide,Downpour,Medium,Unknown,0,,e-pao,GLC,2343.0,NASA COOLR,http://www.e-pao.net/GP.asp?src=27..280810.aug10,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
2344,2010-08-27,2010-08-27 22:00:00,2010,Manipur,24.751,93.422,"NH-53 at Nungba police station, Kambirong(?), Manipur","NH-53 at Nungba police station, Kambirong(?), Manipur",Known within 5 km,Landslide,Downpour,Medium,Unknown,0,,e-pao,GLC,2344.0,NASA COOLR,http://www.e-pao.net/GP.asp?src=27..280810.aug10,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
2436,2010-09-16,2010-09-16 08:30:00,2010,Manipur,24.307,93.125,"Taithu village, Churanchandpur district, Mizoram, Manipur","Taithu village, Churanchandpur district, Mizoram, Manipur",Known within 5 km,Landslide,Downpour,Medium,Unknown,0,,mizoramexpress.com,GLC,2436.0,NASA COOLR,http://mizoramexpress.com/index.php/2010/09/landslide-hits-taithu-village-22-people-escape-death/,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
2566,2010-10-08,2010-10-08 05:30:00,2010,Manipur,25.477,94.135,"Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39","Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39",Known within 5 km,Mudslide,Downpour,Medium,Unknown,0,,e-pao.net,GLC,2566.0,NASA COOLR,http://e-pao.net/GP.asp?src=23..111010.oct10,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
2568,2010-10-08,2010-10-08 05:30:00,2010,Manipur,24.768,93.411,"Nungba, Tamenglong, Manipur","Nungba, Tamenglong, Manipur",Known within 25 km,Landslide,Downpour,Medium,Unknown,0,,assamtribune,GLC,2568.0,NASA COOLR,http://www.assamtribune.com/scripts/detailsnew.asp?id=oct1110/oth05,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
2569,2010-10-08,2010-10-08 05:30:00,2010,Manipur,25.275,94.021,"Bungte Chiru village(?), Senapati district, Manipur","Bungte Chiru village(?), Senapati district, Manipur",Known within 5 km,Landslide,Downpour,Medium,Unknown,0,,e-pao.net,GLC,2569.0,NASA COOLR,http://e-pao.net/GP.asp?src=6..111010.oct10,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
2570,2010-10-08,2010-10-08 05:30:00,2010,Manipur,24.837,93.913,"Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur","Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur",Known within 5 km,Landslide,Downpour,Medium,Unknown,0,,e-pao.net,GLC,2570.0,NASA COOLR,http://e-pao.net/GP.asp?src=6..111010.oct10,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
2576,2010-10-09,2010-10-09 05:30:00,2010,Manipur,25.479,94.14,"NH-39 at Tobio village(?), 7 km form Tadubi, Manipur","NH-39 at Tobio village(?), 7 km form Tadubi, Manipur",Known within 10 km,Landslide,Downpour,Medium,Unknown,0,,e-pao,GLC,2576.0,NASA COOLR,http://www.e-pao.net/GP.asp?src=5..101010.oct10,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
2577,2010-10-09,2010-10-09 05:30:00,2010,Manipur,25.527,93.867,"NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur","NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur",Known within 50 km,Landslide,Downpour,Medium,Unknown,0,,e-pao,GLC,2577.0,NASA COOLR,http://www.e-pao.net/GP.asp?src=5..101010.oct10,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
2578,2010-10-09,2010-10-09 05:30:00,2010,Manipur,25.318,94.046,"NH-39 in Karong area, Manipur","NH-39 in Karong area, Manipur",Known within 5 km,Landslide,Downpour,Medium,Unknown,0,,e-pao,GLC,2578.0,NASA COOLR,http://www.e-pao.net/GP.asp?src=5..101010.oct10,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
3525,2011-05-22,2011-05-22 05:30:00,2011,Manipur,25.067,93.409,"Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur","Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur",Known within 25 km,Landslide,Downpour,Medium,Unknown,0,,e-pao,GLC,3525.0,NASA COOLR,http://www.e-pao.net/GP.asp?src=15..240511.may11,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
3556,2011-05-31,2011-05-31 19:30:00,2011,Manipur,25.156,93.847,"Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur","Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur",Known within 25 km,Landslide,Continuous rain,Small,Unknown,0,,e-pao.net,GLC,3556.0,NASA COOLR,http://e-pao.net/GP.asp?src=7..020611.jun11,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
3560,2011-05-31,2011-05-31 20:00:00,2011,Manipur,24.829,93.594,"Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur","Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur",Known within 50 km,Landslide,Downpour,Medium,Unknown,2,,kanglaonline.com,GLC,3560.0,NASA COOLR,http://kanglaonline.com/2011/06/two-children-claimed-by-landslide-at-tamenglong/,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
3662,2011-06-28,2011-06-28 05:30:00,2011,Manipur,25.036,94.014,"Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India","Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India",Known within 25 km,Landslide,Rain,Medium,Below road,,,E-PAO,GLC,3662.0,NASA COOLR,http://e-pao.net/GP.asp?src=7..290611.jun11,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
3738,2011-07-06,2011-07-06 05:30:00,2011,Manipur,24.806,93.948,"National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)","National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)",Known within 50 km,Landslide,Downpour,Medium,Unknown,6,,e-pao.net,GLC,3738.0,NASA COOLR,http://e-pao.net/GP.asp?src=16..070711.jul11,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
3741,2011-07-07,2011-07-07 05:30:00,2011,Manipur,25.419,94.108,Maram (80 km north of Imphal),Maram (80 km north of Imphal),Known within 5 km,Landslide,Rain,Medium,Unknown,0,,e-pao,GLC,3741.0,NASA COOLR,http://www.e-pao.net/GP.asp?src=8..080711.jul11,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
3830,2011-07-22,2011-07-22 05:30:00,2011,Manipur,24.353,94.343,Manipur,Manipur,Known within 10 km,Landslide,Downpour,Small,Unknown,0,,e-pao.net,GLC,3830.0,NASA COOLR,http://e-pao.net/GP.asp?src=6..270711.jul11,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
3831,2011-07-22,2011-07-22 05:30:00,2011,Manipur,24.799,93.948,Heibok Hills,Heibok Hills,Location not known,Landslide,Downpour,Medium,Unknown,0,,e-pao.net,GLC,3831.0,NASA COOLR,http://e-pao.net/GP.asp?src=4..230711.jul11,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
3840,2011-07-25,2011-07-25 05:30:00,2011,Manipur,24.687,93.916,Manipur,Manipur,Known within 50 km,Landslide,Downpour,Medium,Unknown,0,,assamtribune,GLC,3840.0,NASA COOLR,http://www.assamtribune.com/scripts/detailsnew.asp?id=jul3011/oth05,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
3860,2011-07-29,2011-07-29 05:30:00,2011,Manipur,25.419,94.108,"Maram, Manipur","Maram, Manipur",Known within 10 km,Landslide,Rain,Medium,Unknown,0,,kanglaonline.com,GLC,3860.0,NASA COOLR,http://kanglaonline.com/2011/07/works-minister-visits-landslide-hit-maram-stretch-of-nh2/,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
4241,2012-03-04,2012-03-04 05:30:00,2012,Manipur,25.16,93.68,Tamei constituency in Tamenlong district,Tamei constituency in Tamenlong district,Known within 25 km,Landslide,Unknown,Medium,Unknown,0,,articles.timesofindia,GLC,4241.0,NASA COOLR,http://articles.timesofindia.indiatimes.com/2012-03-04/guwahati/31120923_1_booths-repoll-polling-stations,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
4403,2012-06-10,2012-06-10 05:30:00,2012,Manipur,24.814,93.544,"Imphal-Jiribam section of NH-37 , Manipur","Imphal-Jiribam section of NH-37 , Manipur",Known within 50 km,Landslide,Downpour,Very large,Unknown,,,thehindu,GLC,4403.0,NASA COOLR,http://www.thehindu.com/news/national/article3537166.ece,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
4861,2013-05-12,2013-05-12 05:30:00,2013,Manipur,24.993,93.495,"Khongsang, Tamenglong, Manipur,","Khongsang, Tamenglong, Manipur,",Known within 25 km,Mudslide,Rain,Medium,Unknown,,,www.e-pao.net,GLC,4861.0,NASA COOLR,http://www.e-pao.net/GP.asp?src=23..130513.may13,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5300,2013-08-09,2013-08-09 05:30:00,2013,Manipur,25.318,94.044,"Senapati, Manipur","Senapati, Manipur",Known within 50 km,Landslide,Downpour,Large,Unknown,,,e-pao.net,GLC,5300.0,NASA COOLR,http://e-pao.net/GP.asp?src=Snipp8..230813.aug13,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5427,2013-08-15,2013-08-15 05:30:00,2013,Manipur,25.383,94.188,"Koide Government High School, Senapati, Manipur","Koide Government High School, Senapati, Manipur",Known within 5 km,Landslide,Downpour,Medium,Unknown,,,e-pao.net,GLC,5427.0,NASA COOLR,http://e-pao.net/GP.asp?src=Snipp8..230813.aug13,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5343,2013-08-18,2013-08-18 04:30:00,2013,Manipur,24.763,93.434,The Imphal-Jiribam Section Of Nh-37 In Tamenglong District,The Imphal-Jiribam Section Of Nh-37 In Tamenglong District,Known within 10 km,Landslide,Continuous rain,Medium,Unknown,,,www.nagalandpost.com,GLC,5343.0,NASA COOLR,http://www.nagalandpost.com/ChannelNews/Regional/RegionalNews.aspx?news=TkVXUzEwMDA0MzUxNQ%3D%3D-zy3k3F6024s%3D,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5430,2013-09-01,2013-09-01 05:30:00,2013,Manipur,24.904,93.487,"Tamenglong- Khongsang Road, Manipur","Tamenglong- Khongsang Road, Manipur",Known within 25 km,Mudslide,Continuous rain,Medium,Unknown,0,,e-pao.net,GLC,5430.0,NASA COOLR,http://e-pao.net/GP.asp?src=24..050913.sep13,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5431,2013-09-01,2013-09-01 05:30:00,2013,Manipur,24.983,93.506,"Tamenglong, Manipur","Tamenglong, Manipur",Known within 5 km,Mudslide,Continuous rain,Medium,Unknown,0,,e-pao.net,GLC,5431.0,NASA COOLR,http://e-pao.net/GP.asp?src=24..050913.sep13,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5552,2013-09-24,2013-09-24 05:30:00,2013,Manipur,25.099,94.362,"Ukhrul, Manipur","Ukhrul, Manipur",Known within 5 km,Landslide,Unknown,Medium,Unknown,,,www.morungexpress.com,GLC,5552.0,NASA COOLR,http://www.morungexpress.com/regional/104056.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5603,2013-10-14,2013-10-14 01:00:00,2013,Manipur,25.426,94.602,"Tusom, Manipur","Tusom, Manipur",Known within 5 km,Mudslide,Downpour,Medium,Unknown,0,,www.indiatvnews.com,GLC,5603.0,NASA COOLR,http://www.indiatvnews.com/news/india/people-in-manipur-evacuate-due-to-landslides-volcanic-eruption-fear-baseless-29544.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
6945,2015-06-19,2015-06-19 05:30:00,2015,Manipur,25.16,93.686,"amei to Kangpokpi via Imphal road, 0.5 km from Tamei, Tamenglang District","amei to Kangpokpi via Imphal road, 0.5 km from Tamei, Tamenglang District",Known within 1 km,Landslide,Monsoon,Medium,Above road,0,0.0,E-Pao,GLC,6945.0,NASA COOLR,http://e-pao.net/GP.asp?src=34..200615.jun15,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7263,2015-07-22,2015-07-22 05:30:00,2015,Manipur,25.448,94.049,"15 kms from Maram, National Highway-102/A (Maram Peren road)","15 kms from Maram, National Highway-102/A (Maram Peren road)",Known within 1 km,Landslide,Continuous rain,Medium,Above road,0,0.0,The Sangai Express,GLC,7263.0,NASA COOLR,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7264,2015-07-22,2015-07-22 05:30:00,2015,Manipur,25.454,93.983,22 kms to 30 kms between Sangkungmai and Willong,22 kms to 30 kms between Sangkungmai and Willong,Known within 5 km,Landslide,Continuous rain,Medium,Above road,0,0.0,The Sangai Express,GLC,7264.0,NASA COOLR,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7265,2015-07-22,2015-07-22 05:30:00,2015,Manipur,25.501,93.985,Willong-Yangkhullen stretch,Willong-Yangkhullen stretch,Known within 5 km,Landslide,Continuous rain,Medium,Above road,0,0.0,The Sangai Express,GLC,7265.0,NASA COOLR,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7266,2015-07-22,2015-07-22 05:30:00,2015,Manipur,25.51,93.879,Yangkhullen-Tamphung road till Nagaland border,Yangkhullen-Tamphung road till Nagaland border,Known within 10 km,Landslide,Continuous rain,Medium,Above road,0,0.0,The Sangai Express,GLC,7266.0,NASA COOLR,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7267,2015-07-22,2015-07-22 05:30:00,2015,Manipur,25.391,94.093,NH-2 between Senapati and Mao,NH-2 between Senapati and Mao,Known within 10 km,Landslide,Continuous rain,Small,Above road,0,0.0,The Sangai Express,GLC,7267.0,NASA COOLR,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7279,2015-07-24,2015-07-24 05:30:00,2015,Manipur,24.982,93.514,Tamenglong Ward No-IV,Tamenglong Ward No-IV,Known within 50 km,Mudslide,Monsoon,Medium,Other,0,0.0,E-PAO,GLC,7279.0,NASA COOLR,http://e-pao.net/GP.asp?src=Snipp16..250715.jul15,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7364,2015-07-31,2015-07-31 14:30:00,2015,Manipur,24.819,94.355,Phungyar road,Phungyar road,Known within 10 km,Landslide,Continuous rain,Medium,Below road,0,0.0,E-PAO,GLC,7364.0,NASA COOLR,http://e-pao.net/GP.asp?src=22..010815.aug15,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7372,2015-08-01,2015-08-01 04:30:00,2015,Manipur,25.063,94.342,Naga Gate along the Ukhrul-Imphal route,Naga Gate along the Ukhrul-Imphal route,Known within 10 km,Mudslide,Continuous rain,Medium,Above road,0,0.0,E-PAO,GLC,7372.0,NASA COOLR,http://e-pao.net/GP.asp?src=22..020815.aug15,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7369,2015-08-01,2015-08-01 05:30:00,2015,Manipur,24.199,94.102,between Chalong and Paraolon,between Chalong and Paraolon,Known within 10 km,Landslide,Continuous rain,Medium,Above road,0,0.0,E-PAO,GLC,7369.0,NASA COOLR,http://e-pao.net/GP.asp?src=21..020815.aug15,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7370,2015-08-01,2015-08-01 05:30:00,2015,Manipur,24.142,94.108,between Moltuk to New Songjang village,between Moltuk to New Songjang village,Known within 5 km,Landslide,Continuous rain,Medium,Above road,0,0.0,E-PAO,GLC,7370.0,NASA COOLR,http://e-pao.net/GP.asp?src=21..020815.aug15,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7371,2015-08-01,2015-08-01 05:30:00,2015,Manipur,23.994,94.057,near S Lamphei Lamkhai and Sehlon village,near S Lamphei Lamkhai and Sehlon village,Known within 50 km,Landslide,Continuous rain,Medium,Unknown,0,0.0,E-PAO,GLC,7371.0,NASA COOLR,http://e-pao.net/GP.asp?src=21..020815.aug15,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7373,2015-08-01,2015-08-01 05:30:00,2015,Manipur,24.911,94.476,between Maku village and Kamjong sub division,between Maku village and Kamjong sub division,Known within 10 km,Landslide,Continuous rain,Medium,Above road,,,E-PAO,GLC,7373.0,NASA COOLR,http://e-pao.net/GP.asp?src=22..020815.aug15,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7374,2015-08-01,2015-08-01 05:30:00,2015,Manipur,25.112,94.359,Ukhrul town Circular road from Rayotang to Viewland Zone II,Ukhrul town Circular road from Rayotang to Viewland Zone II,Known within 10 km,Landslide,Continuous rain,Medium,Below road,0,0.0,E-PAO,GLC,7374.0,NASA COOLR,http://e-pao.net/GP.asp?src=22..020815.aug15,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7375,2015-08-01,2015-08-01 05:30:00,2015,Manipur,25.194,94.448,Ukhrul NH 201-Jessami road,Ukhrul NH 201-Jessami road,Known within 25 km,Landslide,Continuous rain,Medium,Above road,0,0.0,E-PAO,GLC,7375.0,NASA COOLR,http://e-pao.net/GP.asp?src=22..020815.aug15,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7383,2015-08-01,2015-08-01 05:30:00,2015,Manipur,23.899,94.143,"Tuitung village, Khengjoi","Tuitung village, Khengjoi",Known within 5 km,Landslide,Rain,Medium,Unknown,0,0.0,Hindustan Times,GLC,7383.0,NASA COOLR,http://www.hindustantimes.com/india/20-dead-several-houses-swept-away-in-manipur-landslide/story-KoP6OouFBWhqxSdcnLrXJN.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7384,2015-08-01,2015-08-01 05:30:00,2015,Manipur,23.928,94.091,"Wayang, Khengjoi","Wayang, Khengjoi",Known within 5 km,Landslide,Rain,Medium,Unknown,0,0.0,Hindustan Times,GLC,7384.0,NASA COOLR,http://www.hindustantimes.com/india/20-dead-several-houses-swept-away-in-manipur-landslide/story-KoP6OouFBWhqxSdcnLrXJN.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7385,2015-08-01,2015-08-01 05:30:00,2015,Manipur,24.004,93.982,"Holenjang, Chandel district","Holenjang, Chandel district",Known within 10 km,Landslide,Continuous rain,Medium,Unknown,0,0.0,India Today,GLC,7385.0,NASA COOLR,http://indiatoday.intoday.in/story/landslide-in-manipur-near-myanmar-border-kills-21/1/455645.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7387,2015-08-01,2015-08-01 05:30:00,2015,Manipur,24.954,94.216,Imphal-Ukhrul road,Imphal-Ukhrul road,Known within 50 km,Landslide,Continuous rain,Small,Below road,0,0.0,E-PAO,GLC,7387.0,NASA COOLR,http://e-pao.net/GP.asp?src=1..020815.aug15,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7388,2015-08-01,2015-08-01 05:30:00,2015,Manipur,24.416,94.098,Senam,Senam,Known within 5 km,Landslide,Continuous rain,Medium,Unknown,0,0.0,E-PAO,GLC,7388.0,NASA COOLR,http://e-pao.net/GP.asp?src=1..020815.aug15,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7389,2015-08-01,2015-08-01 05:30:00,2015,Manipur,24.407,94.064,between Bongyang and Lokchao along the Imphal-Moreh highway,between Bongyang and Lokchao along the Imphal-Moreh highway,Known within 5 km,Landslide,Continuous rain,Medium,Above road,0,0.0,E-PAO,GLC,7389.0,NASA COOLR,http://e-pao.net/GP.asp?src=1..020815.aug15,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7390,2015-08-01,2015-08-01 05:30:00,2015,Manipur,24.427,94.191,between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station,between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station,Known within 25 km,Landslide,Continuous rain,Medium,Above road,0,0.0,E-PAO,GLC,7390.0,NASA COOLR,http://e-pao.net/GP.asp?src=1..020815.aug15,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7910,2015-08-01,2015-08-01 05:30:00,2015,Manipur,24.348,94.115,Chandel,Chandel,Known within 10 km,Landslide,Unknown,Medium,Above road,0,0.0,E-Pao,GLC,7910.0,NASA COOLR,http://e-pao.net/GP.asp?src=30..300815.aug15,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7313,2015-08-01,2015-08-01 12:00:00,2015,Manipur,24.108,94.04,Joumol of Chandel district,Joumol of Chandel district,Known within 25 km,Landslide,Continuous rain,Large,Deforested slope,21,0.0,Sangai Express,GLC,7313.0,NASA COOLR,http://www.thesangaiexpress.com/page/items/55203/healing-touch-to-flood-landslide-affected-victims,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7664,2015-08-11,2015-08-11 05:30:00,2015,Manipur,24.746,93.425,Nungba,Nungba,Known within 10 km,Landslide,Continuous rain,Medium,Unknown,0,0.0,E-PAO,GLC,7664.0,NASA COOLR,http://e-pao.net/GP.asp?src=26..120815.aug15,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7665,2015-08-11,2015-08-11 05:30:00,2015,Manipur,24.702,93.529,Khoupum,Khoupum,Known within 5 km,Landslide,Continuous rain,Medium,Unknown,0,0.0,E-PAO,GLC,7665.0,NASA COOLR,http://e-pao.net/GP.asp?src=26..120815.aug15,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7666,2015-08-11,2015-08-11 05:30:00,2015,Manipur,25.102,93.373,Tousem,Tousem,Known within 5 km,Landslide,Continuous rain,Medium,Unknown,0,0.0,E-PAO,GLC,7666.0,NASA COOLR,http://e-pao.net/GP.asp?src=26..120815.aug15,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
8900,2016-07-07,2016-07-07 05:30:00,2016,Manipur,25.012,94.314,"Imphal-Ukhrul sector of National Highway 102, Manipur, India","Imphal-Ukhrul sector of National Highway 102, Manipur, India",Known within 25 km,Landslide,Monsoon,Large,Above road,0,0.0,Eastern Mirror,GLC,8900.0,NASA COOLR,http://www.easternmirrornagaland.com/landslide-hampers-nh-102-traffic-restored/,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
9186,2016-07-25,2016-07-25 18:00:00,2016,Manipur,25.48,94.138,"Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India","Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India",Known within 1 km,Landslide,Continuous rain,Medium,Above road,0,1.0,E-Pao,GLC,9186.0,NASA COOLR,http://www.e-pao.net/GP.asp?src=Snipp1..260716.jul16,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
11150,2017-03-30,2017-03-30 05:30:00,2017,Manipur,24.796,93.724,NH-37 Landslide in the Tamenglong District,"NH-37, between T. Laijang and K. Sinam villages, Tamenglong district, Manipur, 795008",Known within 10 km,Landslide,Downpour,Small,Above road,0,0.0,Nagaland Post,GLC,,NASA COOLR,http://www.nagalandpost.com/ChannelNews/Regional/RegionalNews.aspx?news=TkVXUzEwMDExMjEyMg%3D%3D,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
11152,2017-04-06,2017-04-06 05:30:00,2017,Manipur,25.083,94.238,Landslide in Sirakhong,"Sirakhong, Ukhrul Central, Ukhrul, Manipur State, India",Known exactly,Landslide,Unknown,Medium,Urban,0,0.0,Dailyworld,GLC,,NASA COOLR,https://dailyworld.in/houses-damaged-in-landslide-in-imphal/,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
