event_id,event_date,latitude,longitude,state,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_15d,rainfall_30d,soil_moisture,soil_moisture_anomaly,elevation,slope,aspect,curvature,landslide,sample_type
APDA-NEG-00531,2013-06-16,32.0,78.125,Himachal Pradesh,74.89,108.32,137.98,140.71,143.67,0.7,1.3333,5347.43,45.52,279.8,-0.005436,0,negative
2047,2010-07-07,32.219,78.072,Himachal Pradesh,0.85,26.76,42.07,58.57,74.55,0.48,-0.3362,3594.49,1.47,349.19,0.001651,1,positive
APDA-NEG-00481,2011-07-25,31.5,78.75,Himachal Pradesh,6.07,25.27,58.49,112.39,194.57,0.83,2.2,4989.8,15.71,68.13,-0.003931,0,negative
APDA-NEG-00244,2011-06-29,28.0,93.75,Assam,8.57,20.48,64.56,113.52,249.56,0.79,1.9333,576.05,30.81,45.85,0.021021,0,negative
APDA-NEG-00887,2015-08-01,24.5,94.375,Manipur,3.7,100.7,118.29,220.65,329.07,0.87,2.4667,319.22,17.67,30.12,-0.00491,0,negative
APDA-NEG-01120,2013-06-07,25.5,94.375,Nagaland,5.28,14.76,17.93,42.86,159.46,0.77,1.8,1690.52,34.92,313.33,-0.003122,0,negative
7701,2015-08-19,25.628,94.105,Nagaland,8.1,17.36,37.6,113.28,284.48,0.9,1.1049,1513.97,6.96,145.95,-0.003526,1,positive
APDA-NEG-01186,2008-08-19,25.5,94.375,Nagaland,21.07,55.84,110.58,179.69,268.63,0.9,2.6667,1690.52,34.92,313.33,-0.003122,0,negative
APDA-NEG-00063,2014-06-27,28.0,93.75,Arunachal Pradesh,28.12,46.89,97.24,180.76,287.38,0.84,2.2667,576.05,30.81,45.85,0.021021,0,negative
APDA-NEG-00003,2008-10-29,28.5,95.625,Arunachal Pradesh,0.52,44.52,55.23,58.33,122.0,0.82,2.1333,2215.04,37.28,283.93,-0.000253,0,negative
APDA-NEG-01728,2013-08-13,29.0,79.375,Uttarakhand,20.76,31.46,54.73,159.66,466.9,0.9,2.6667,215.32,0.43,292.55,0.001399,0,negative
APDA-NEG-01054,2015-09-14,23.5,93.125,Mizoram,12.28,31.44,58.05,137.6,311.67,0.92,2.8,768.55,33.9,313.22,0.007988,0,negative
5122,2013-07-17,25.766,93.941,Nagaland,5.65,24.17,83.82,154.53,322.05,0.8,0.6315,828.08,39.89,319.71,-0.003515,1,positive
2120,2010-07-22,29.61,79.663,Uttarakhand,10.73,81.58,167.32,226.12,418.85,0.83,0.8001,1510.96,14.57,282.31,0.001952,1,positive
5177,2013-07-23,30.29,79.151,Uttarakhand,1.35,40.62,102.63,159.95,362.23,0.9,1.6009,807.05,7.66,215.87,3.8e-05,1,positive
5485,2013-09-08,27.605,88.646,Sikkim,1.77,18.96,59.88,119.47,216.26,0.88,0.6455,1629.27,33.15,16.77,0.00816,1,positive
APDA-NEG-01542,2013-07-26,30.5,77.5,Uttarakhand,0.73,23.53,92.78,248.64,448.38,0.9,2.6667,425.48,0.38,300.89,0.001817,0,negative
APDA-NEG-01217,2013-10-06,26.0,93.75,Nagaland,17.09,51.42,58.31,97.97,173.89,0.9,2.6667,155.68,5.21,210.16,-0.003056,0,negative
APDA-NEG-00178,2009-08-20,25.5,92.5,Assam,28.66,81.57,135.66,227.01,453.88,0.94,2.9333,1063.07,25.33,13.62,-0.014165,0,negative
APDA-NEG-00581,2014-08-26,32.5,78.125,Himachal Pradesh,0.16,0.16,0.37,23.32,66.73,0.46,-0.2667,5364.12,23.0,184.14,0.001507,0,negative
APDA-NEG-01585,2011-08-12,29.0,79.375,Uttarakhand,16.85,31.87,47.64,128.72,319.64,0.83,2.2,215.32,0.43,292.55,0.001399,0,negative
14439,1990-01-29,29.993,78.33,Uttarakhand,0.0,0.07,0.07,0.07,0.87,0.32,-1.4668,488.38,8.19,179.52,0.000161,1,positive
APDA-NEG-00876,2007-10-19,24.0,93.75,Manipur,4.0,5.15,44.04,96.02,105.53,0.65,1.0,938.27,22.91,215.12,-0.015373,0,negative
APDA-NEG-01642,2013-07-24,29.5,78.75,Uttarakhand,18.0,39.85,136.26,247.3,474.84,0.89,2.6,285.78,7.49,11.54,0.004111,0,negative
APDA-NEG-01420,2013-05-08,23.0,91.875,Tripura,17.81,119.04,243.52,253.87,292.63,0.77,1.8,40.97,1.52,238.91,-0.000285,0,negative
APDA-NEG-00181,2010-06-16,25.5,92.5,Assam,13.8,48.68,101.35,298.61,559.63,0.95,3.0,1063.07,25.33,13.62,-0.014165,0,negative
APDA-NEG-00292,2011-06-29,28.0,93.75,Assam,8.57,20.48,64.56,113.52,249.56,0.79,1.9333,576.05,30.81,45.85,0.021021,0,negative
APDA-NEG-01596,2015-07-11,29.5,78.75,Uttarakhand,87.96,134.88,209.93,296.47,386.81,0.86,2.4,285.78,7.49,11.54,0.004111,0,negative
APDA-NEG-01834,2013-07-24,29.5,80.625,Uttarakhand,17.35,52.97,137.85,218.63,530.94,0.91,2.7333,2217.17,32.44,5.59,0.001258,0,negative
APDA-NEG-00173,2010-04-20,27.0,94.375,Assam,35.45,102.67,117.59,155.72,324.83,0.83,2.2,86.0,0.0,0.0,0.0,0,negative
APDA-NEG-00805,2010-10-08,25.0,93.125,Manipur,86.18,138.2,141.73,190.96,313.55,0.99,3.2667,275.9,30.23,93.66,-0.002097,0,negative
APDA-NEG-01001,2015-08-19,25.5,92.5,Meghalaya,35.06,81.02,115.26,202.37,359.49,0.96,3.0667,1063.07,25.33,13.62,-0.014165,0,negative
APDA-NEG-01422,2011-12-10,30.5,77.5,Uttarakhand,0.0,4.78,6.57,6.57,6.57,0.57,0.4667,425.48,0.38,300.89,0.001817,0,negative
5022,2013-07-04,29.58,80.221,Uttarakhand,1.14,10.42,32.27,276.32,471.85,0.86,1.2635,1537.34,14.84,312.29,0.001456,1,positive
5052,2013-07-07,31.709,76.93,Himachal Pradesh,21.83,35.69,48.29,99.65,383.16,0.74,1.4238,756.37,1.73,277.45,0.00287,1,positive
APDA-NEG-01161,2011-06-21,26.0,93.75,Nagaland,6.5,18.28,41.13,68.0,203.02,0.74,1.6,155.68,5.21,210.16,-0.003056,0,negative
6928,2015-03-31,30.615,79.81,Uttarakhand,0.39,32.27,33.11,33.2,105.95,0.73,1.9405,2756.59,47.4,46.91,0.008618,1,positive
4382,2012-06-03,25.118,92.857,Assam,27.34,76.45,112.95,141.29,189.89,0.84,1.1046,153.91,14.28,325.04,0.005915,1,positive
APDA-NEG-01033,2007-07-30,24.5,93.125,Mizoram,2.38,24.65,82.15,168.7,228.12,0.78,1.8667,489.42,31.49,307.92,0.01086,0,negative
APDA-NEG-01424,2010-09-19,31.0,79.375,Uttarakhand,29.35,64.94,93.64,145.48,286.26,0.9,2.6667,5085.99,17.29,81.7,0.00088,0,negative
4859,2013-05-11,26.177,91.76,Assam,38.98,109.25,235.03,337.59,409.56,0.88,2.3006,82.57,13.86,338.76,-0.004695,1,positive
APDA-NEG-01723,2014-07-28,29.5,78.75,Uttarakhand,8.87,23.77,52.04,172.26,252.29,0.6,0.6667,285.78,7.49,11.54,0.004111,0,negative
APDA-NEG-01068,2010-09-13,24.0,93.125,Mizoram,7.48,12.94,30.26,70.57,156.42,0.81,2.0667,1156.07,10.45,264.05,-0.013664,0,negative
APDA-NEG-00775,2009-08-30,24.0,93.125,Manipur,5.83,7.59,26.11,99.74,237.74,0.81,2.0667,1156.07,10.45,264.05,-0.013664,0,negative
APDA-NEG-00604,2010-07-17,30.5,76.875,Himachal Pradesh,3.02,7.72,52.07,199.64,286.19,0.62,0.8,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-00782,2015-08-01,24.5,94.375,Manipur,3.7,100.7,118.29,220.65,329.07,0.87,2.4667,319.22,17.67,30.12,-0.00491,0,negative
APDA-NEG-01167,2011-07-11,27.0,95.0,Nagaland,0.83,3.44,30.1,188.81,283.11,0.83,2.2,117.36,3.0,28.88,0.00233,0,negative
APDA-NEG-00599,2015-07-26,31.5,78.75,Himachal Pradesh,6.31,12.8,19.88,59.93,162.03,0.76,1.7333,4989.8,15.71,68.13,-0.003931,0,negative
149,2007-07-30,30.557,79.56,Uttarakhand,35.29,62.41,98.8,162.6,338.39,0.88,1.3065,1862.01,16.43,246.88,-0.005153,1,positive
APDA-NEG-01456,2011-07-10,31.0,79.375,Uttarakhand,7.0,11.63,41.51,80.61,129.72,0.75,1.6667,5085.99,17.29,81.7,0.00088,0,negative
259,2007-09-11,25.52,91.27,Meghalaya,7.02,51.55,272.63,370.33,539.82,0.98,1.2898,1337.43,16.7,106.13,0.002511,1,positive
APDA-NEG-00847,2013-08-18,24.0,94.375,Manipur,3.45,16.23,86.79,159.53,220.14,0.75,1.6667,308.07,14.0,233.72,-0.007124,0,negative
APDA-NEG-01828,2010-09-19,29.0,79.375,Uttarakhand,48.66,150.95,210.24,324.79,682.55,0.97,3.1333,215.32,0.43,292.55,0.001399,0,negative
APDA-NEG-00240,2015-02-20,25.5,90.625,Assam,0.11,15.3,15.88,15.88,16.44,0.58,0.5333,263.81,5.53,161.64,-0.002985,0,negative
APDA-NEG-01355,2012-06-07,27.15,88.7632,Sikkim,0.08,19.22,36.78,99.4,137.94,0.51,0.0667,2635.98,24.27,20.83,-0.003513,0,negative
APDA-NEG-01526,2015-04-30,30.5,80.0,Uttarakhand,0.73,2.86,4.27,11.59,43.1,0.69,1.2667,5403.64,16.29,342.16,0.008133,0,negative
APDA-NEG-01135,2010-07-20,26.5,94.375,Nagaland,8.52,31.64,90.32,158.33,337.86,0.91,2.7333,307.93,20.68,270.76,-0.012984,0,negative
2576,2010-10-09,25.479,94.14,Manipur,23.12,99.99,119.47,149.35,256.38,0.96,1.6706,1647.07,10.97,3.84,-0.00368,1,positive
2459,2010-09-19,29.548,79.321,Uttarakhand,68.23,167.47,233.79,360.91,739.89,0.99,2.156,840.22,24.21,192.8,0.008082,1,positive
APDA-NEG-01671,2013-07-25,29.5,78.75,Uttarakhand,14.25,32.64,139.91,249.82,426.57,0.89,2.6,285.78,7.49,11.54,0.004111,0,negative
APDA-NEG-01449,2010-07-20,30.5,77.5,Uttarakhand,29.95,67.82,92.14,184.07,375.42,0.8,2.0,425.48,0.38,300.89,0.001817,0,negative
3837,2011-07-24,26.584,93.004,Assam,2.3,44.38,122.91,203.52,386.35,0.88,0.4479,67.2,0.39,51.21,0.00077,1,positive
APDA-NEG-01294,2013-09-08,27.15,88.1,Sikkim,3.72,47.5,126.09,226.95,375.85,0.92,2.8,2395.93,26.81,256.33,0.013169,0,negative
2378,2010-09-03,30.135,78.39,Uttarakhand,22.13,90.44,149.93,366.19,620.13,0.96,1.5571,375.07,5.47,44.89,-0.000255,1,positive
4931,2013-06-16,29.799,80.417,Uttarakhand,16.06,20.82,42.93,59.39,65.96,0.62,1.2871,769.86,39.35,347.91,0.005484,1,positive
APDA-NEG-01654,2011-06-30,31.0,79.375,Uttarakhand,14.01,26.15,53.93,77.48,125.47,0.76,1.7333,5085.99,17.29,81.7,0.00088,0,negative
APDA-NEG-01535,2011-06-07,31.0,79.375,Uttarakhand,1.77,10.19,19.87,59.24,65.31,0.7,1.3333,5085.99,17.29,81.7,0.00088,0,negative
APDA-NEG-01570,2013-07-04,29.0,79.375,Uttarakhand,0.34,7.67,25.02,236.62,454.06,0.71,1.4,215.32,0.43,292.55,0.001399,0,negative
APDA-NEG-00823,2011-06-28,24.0,93.75,Manipur,10.37,53.03,81.32,131.18,222.11,0.8,2.0,938.27,22.91,215.12,-0.015373,0,negative
APDA-NEG-00612,2008-08-17,30.5,76.875,Himachal Pradesh,8.28,40.13,152.26,281.58,390.87,0.89,2.6,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-00866,2015-08-01,24.5,93.125,Manipur,13.23,101.21,122.2,287.02,505.03,0.95,3.0,489.42,31.49,307.92,0.01086,0,negative
APDA-NEG-00728,2011-02-25,31.5,78.75,Himachal Pradesh,1.76,1.79,1.83,16.79,22.69,0.77,1.8,4989.8,15.71,68.13,-0.003931,0,negative
APDA-NEG-00867,2015-07-22,24.0,93.125,Manipur,15.67,38.75,159.2,285.93,444.45,0.93,2.8667,1156.07,10.45,264.05,-0.013664,0,negative
5024,2013-07-04,30.172,80.858,Uttarakhand,0.51,7.65,21.5,135.94,219.95,0.74,1.6144,3218.06,33.84,124.84,-0.005854,1,positive
APDA-NEG-00455,2010-10-04,32.5,76.875,Himachal Pradesh,0.0,0.0,0.53,55.21,157.41,0.87,2.4667,5101.1,32.0,358.76,0.004829,0,negative
APDA-NEG-01192,2013-06-07,26.0,93.75,Nagaland,5.76,16.84,22.77,49.02,166.4,0.72,1.4667,155.68,5.21,210.16,-0.003056,0,negative
APDA-NEG-01360,2010-07-21,28.0,88.75,Sikkim,3.27,22.98,49.96,89.52,134.0,0.7,1.3333,5096.07,0.2,324.18,-0.000309,0,negative
APDA-NEG-01860,2013-07-24,29.0,79.375,Uttarakhand,15.16,67.29,140.63,280.16,633.8,0.89,2.6,215.32,0.43,292.55,0.001399,0,negative
APDA-NEG-01546,2013-07-24,31.0,79.375,Uttarakhand,7.68,11.2,51.04,87.31,168.68,0.85,2.3333,5085.99,17.29,81.7,0.00088,0,negative
APDA-NEG-00493,2011-08-07,32.5,78.125,Himachal Pradesh,0.67,6.66,10.65,57.34,106.74,0.53,0.2,5364.12,23.0,184.14,0.001507,0,negative
7666,2015-08-11,25.102,93.373,Manipur,5.63,34.46,86.02,210.7,484.2,0.94,1.4481,1144.32,8.19,331.25,-0.001076,1,positive
APDA-NEG-01341,2011-06-18,27.5,88.125,Sikkim,5.84,15.96,24.47,39.63,93.81,0.64,0.9333,4104.06,56.52,298.77,0.014678,0,negative
APDA-NEG-01213,2013-08-16,26.0,93.75,Nagaland,12.42,44.01,78.81,163.57,286.21,0.88,2.5333,155.68,5.21,210.16,-0.003056,0,negative
2227,2010-08-09,30.646,79.531,Uttarakhand,15.79,41.11,75.5,268.99,398.93,0.86,0.9921,2040.96,24.68,97.86,0.0039,1,positive
APDA-NEG-01046,2007-07-30,23.5,93.125,Mizoram,0.77,7.55,43.89,127.63,177.83,0.69,1.2667,768.55,33.9,313.22,0.007988,0,negative
APDA-NEG-00379,2010-07-07,32.5,76.875,Himachal Pradesh,2.28,33.99,52.76,77.49,100.91,0.59,0.6,5101.1,32.0,358.76,0.004829,0,negative
4892,2013-06-01,27.878,94.25,Arunachal Pradesh,10.89,21.72,51.05,106.93,249.4,0.77,0.1194,984.28,35.96,43.24,-0.001097,1,positive
APDA-NEG-01852,2013-07-18,29.5,78.75,Uttarakhand,10.6,74.02,105.62,236.7,395.61,0.86,2.4,285.78,7.49,11.54,0.004111,0,negative
APDA-NEG-01676,2015-04-30,29.5,80.625,Uttarakhand,0.84,4.83,9.07,17.58,55.1,0.58,0.5333,2217.17,32.44,5.59,0.001258,0,negative
APDA-NEG-00245,2014-09-22,25.5,90.625,Assam,110.54,208.07,284.09,344.19,495.97,0.99,3.2667,263.81,5.53,161.64,-0.002985,0,negative
APDA-NEG-01102,2015-08-28,24.5,93.125,Mizoram,4.06,21.36,51.67,144.77,374.16,0.93,2.8667,489.42,31.49,307.92,0.01086,0,negative
APDA-NEG-00630,2009-09-13,30.5,76.875,Himachal Pradesh,0.0,57.39,132.62,223.57,281.55,0.74,1.6,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-01710,2010-08-20,31.0,79.375,Uttarakhand,3.99,32.86,41.04,91.31,235.6,0.79,1.9333,5085.99,17.29,81.7,0.00088,0,negative
APDA-NEG-00790,2015-08-01,24.5,93.125,Manipur,13.23,101.21,122.2,287.02,505.03,0.95,3.0,489.42,31.49,307.92,0.01086,0,negative
6331,2014-09-08,25.947,94.628,Nagaland,3.11,20.52,21.92,53.51,230.72,0.88,0.4141,1405.27,32.62,302.64,0.003419,1,positive
APDA-NEG-00201,2012-06-02,25.0,90.625,Assam,11.99,38.78,61.14,110.2,171.68,0.64,0.9333,9.45,0.41,97.51,-0.000647,0,negative
5441,2013-09-02,28.611,94.983,Arunachal Pradesh,24.66,57.5,122.63,160.25,401.7,0.91,0.7202,1681.38,32.11,198.01,-0.009668,1,positive
7374,2015-08-01,25.112,94.359,Manipur,4.9,104.34,121.77,229.36,353.87,0.89,1.428,1838.03,19.66,283.11,-0.001358,1,positive
APDA-NEG-01006,2010-06-28,26.0,91.25,Meghalaya,21.99,99.8,124.63,205.38,553.2,0.89,2.6,43.29,0.09,114.93,-0.000208,0,negative
APDA-NEG-01048,2007-09-29,23.5,92.5,Mizoram,8.21,8.24,10.68,19.57,271.71,0.85,2.3333,697.5,31.7,35.92,-0.007925,0,negative
6293,2014-10-20,25.501,90.09,Meghalaya,0.0,0.07,8.69,36.88,268.38,0.86,0.3726,44.01,0.33,76.88,-0.000226,1,positive
APDA-NEG-00370,2013-06-16,30.5,76.875,Himachal Pradesh,90.55,143.55,226.81,230.86,234.15,0.79,1.9333,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-00451,2010-09-22,32.5,78.125,Himachal Pradesh,6.75,8.78,35.44,58.36,111.46,0.69,1.2667,5364.12,23.0,184.14,0.001507,0,negative
APDA-NEG-00373,2010-07-07,32.5,76.875,Himachal Pradesh,2.28,33.99,52.76,77.49,100.91,0.59,0.6,5101.1,32.0,358.76,0.004829,0,negative
3747,2011-07-08,32.324,77.194,Himachal Pradesh,1.96,15.71,26.09,83.58,128.05,0.68,0.7262,2597.81,27.22,285.37,0.002225,1,positive
2205,2010-08-06,23.737,92.715,Mizoram,0.38,16.06,42.25,106.7,234.39,0.86,0.4784,1077.01,45.04,290.08,-0.017976,1,positive
APDA-NEG-01136,2011-08-18,27.0,94.375,Nagaland,13.35,70.16,174.67,228.92,420.05,0.94,2.9333,86.0,0.0,0.0,0.0,0,negative
APDA-NEG-00207,2012-06-03,28.0,93.75,Assam,17.89,46.37,54.13,112.17,237.87,0.77,1.8,576.05,30.81,45.85,0.021021,0,negative
1521,2010-02-23,30.381,78.47,Uttarakhand,6.76,7.0,7.0,26.41,39.01,0.65,0.2312,1054.44,20.52,25.6,0.00342,1,positive
2268,2010-08-18,30.013,79.926,Uttarakhand,34.17,38.52,59.11,129.18,370.47,0.91,1.294,1717.97,34.27,141.75,0.001221,1,positive
APDA-NEG-01543,2011-06-29,30.5,80.0,Uttarakhand,15.36,23.15,47.21,60.86,108.92,0.71,1.4,5403.64,16.29,342.16,0.008133,0,negative
APDA-NEG-00250,2014-09-22,25.5,92.5,Assam,46.97,113.14,185.52,230.78,355.56,0.96,3.0667,1063.07,25.33,13.62,-0.014165,0,negative
APDA-NEG-01123,2010-06-18,26.0,93.75,Nagaland,16.3,25.85,75.45,214.54,344.08,0.83,2.2,155.68,5.21,210.16,-0.003056,0,negative
5107,2013-07-15,25.627,94.114,Nagaland,14.57,35.52,150.03,214.78,338.29,0.89,1.3477,1563.28,14.1,146.28,0.008823,1,positive
APDA-NEG-00372,2013-06-16,31.5,78.75,Himachal Pradesh,102.57,166.77,212.94,217.8,222.73,0.86,2.4,4989.8,15.71,68.13,-0.003931,0,negative
APDA-NEG-00456,2010-09-19,31.5,78.75,Himachal Pradesh,35.37,69.66,97.85,170.04,325.29,0.92,2.8,4989.8,15.71,68.13,-0.003931,0,negative
APDA-NEG-01509,2010-09-19,29.0,79.375,Uttarakhand,48.66,150.95,210.24,324.79,682.55,0.97,3.1333,215.32,0.43,292.55,0.001399,0,negative
APDA-NEG-01522,2015-04-28,29.0,79.375,Uttarakhand,1.18,9.93,10.11,15.27,57.16,0.39,-0.7333,215.32,0.43,292.55,0.001399,0,negative
APDA-NEG-00680,2013-08-21,31.5,78.75,Himachal Pradesh,6.66,22.15,55.61,112.02,233.65,0.9,2.6667,4989.8,15.71,68.13,-0.003931,0,negative
APDA-NEG-01672,2015-07-19,29.5,80.625,Uttarakhand,1.89,5.68,18.13,107.68,293.25,0.69,1.2667,2217.17,32.44,5.59,0.001258,0,negative
APDA-NEG-00318,2012-06-25,26.5,94.375,Assam,22.43,56.41,109.97,203.64,359.76,0.87,2.4667,307.93,20.68,270.76,-0.012984,0,negative
APDA-NEG-00348,2008-12-21,32.0,78.125,Himachal Pradesh,0.03,0.42,0.43,0.75,0.75,0.56,0.4,5347.43,45.52,279.8,-0.005436,0,negative
APDA-NEG-01307,2007-09-18,27.5,88.75,Sikkim,2.09,4.98,49.23,136.89,208.19,0.88,2.5333,3955.2,32.18,303.05,-0.003542,0,negative
APDA-NEG-01002,2015-08-19,25.5,90.625,Meghalaya,31.61,64.92,91.67,142.06,307.75,0.95,3.0,263.81,5.53,161.64,-0.002985,0,negative
APDA-NEG-01292,2008-08-07,26.5,94.375,Nagaland,0.83,46.16,68.83,137.01,302.75,0.86,2.4,307.93,20.68,270.76,-0.012984,0,negative
APDA-NEG-01431,2007-09-06,30.5,77.5,Uttarakhand,3.42,58.43,109.29,207.66,469.24,0.91,2.7333,425.48,0.38,300.89,0.001817,0,negative
APDA-NEG-00211,2012-06-22,28.0,93.75,Assam,11.46,52.38,62.48,173.1,291.78,0.81,2.0667,576.05,30.81,45.85,0.021021,0,negative
APDA-NEG-01349,2011-08-25,27.15,88.8,Sikkim,10.7,78.34,116.28,337.97,547.54,0.94,2.9333,1594.02,19.03,313.44,-0.001078,0,negative
APDA-NEG-01533,2011-05-31,30.5,80.0,Uttarakhand,5.43,19.3,37.14,43.14,50.59,0.62,0.8,5403.64,16.29,342.16,0.008133,0,negative
2380,2010-09-03,30.401,79.028,Uttarakhand,20.33,86.83,149.99,362.5,608.54,0.98,1.5829,1014.66,16.82,108.31,0.00439,1,positive
APDA-NEG-00615,2015-08-11,32.5,76.875,Himachal Pradesh,9.13,15.26,45.77,88.84,213.24,0.9,2.6667,5101.1,32.0,358.76,0.004829,0,negative
APDA-NEG-01262,2007-10-16,26.0,93.75,Nagaland,14.03,25.22,33.86,62.29,79.47,0.82,2.1333,155.68,5.21,210.16,-0.003056,0,negative
APDA-NEG-00855,2013-10-14,25.0,93.125,Manipur,0.01,0.98,13.21,98.06,176.63,0.9,2.6667,275.9,30.23,93.66,-0.002097,0,negative
869,2008-10-29,27.233,94.117,Assam,0.0,19.84,31.21,31.26,94.98,0.83,0.2319,90.61,0.28,229.81,0.000994,1,positive
APDA-NEG-01551,2011-06-30,29.5,80.625,Uttarakhand,108.58,249.46,290.26,303.79,353.81,0.94,2.9333,2217.17,32.44,5.59,0.001258,0,negative
APDA-NEG-00377,2010-07-07,30.5,76.875,Himachal Pradesh,6.32,107.42,183.56,226.41,302.15,0.7,1.3333,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-01555,2011-07-08,31.0,79.375,Uttarakhand,0.77,14.92,30.72,86.94,136.95,0.74,1.6,5085.99,17.29,81.7,0.00088,0,negative
APDA-NEG-00473,2011-07-08,30.5,76.875,Himachal Pradesh,3.26,25.03,39.5,155.67,216.77,0.54,0.2667,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-01645,2013-07-18,30.5,77.5,Uttarakhand,7.16,74.13,136.21,274.87,443.26,0.91,2.7333,425.48,0.38,300.89,0.001817,0,negative
APDA-NEG-00177,2010-06-09,25.0,90.625,Assam,7.26,31.27,171.28,298.25,514.45,0.87,2.4667,9.45,0.41,97.51,-0.000647,0,negative
3674,2011-06-29,30.067,79.019,Uttarakhand,19.47,27.06,113.47,160.99,259.69,0.79,1.4707,2176.62,32.61,344.58,0.014774,1,positive
2405,2010-09-10,28.304,95.411,Arunachal Pradesh,47.91,135.67,230.46,316.54,569.0,0.97,2.0178,1838.67,42.16,110.41,-0.022087,1,positive
APDA-NEG-01064,2010-09-16,24.0,92.5,Mizoram,7.76,34.33,58.77,126.66,250.29,0.88,2.5333,707.92,8.18,84.72,-0.000283,0,negative
2257,2010-08-16,30.728,79.497,Uttarakhand,3.6,12.12,49.38,126.37,415.3,0.84,0.6019,3051.83,19.87,303.88,0.000211,1,positive
1149,2009-09-10,31.549,76.9,Himachal Pradesh,29.98,68.74,76.02,183.2,265.05,0.82,0.4289,863.96,0.52,237.86,-0.002811,1,positive
7313,2015-08-01,24.108,94.04,Manipur,5.31,82.66,101.37,202.03,310.51,0.86,1.9581,1238.52,15.24,45.84,-0.001013,1,positive
6290,2014-09-23,25.577,91.867,Meghalaya,73.98,252.28,349.11,400.87,530.74,0.99,1.5259,1477.12,7.67,148.58,-0.000439,1,positive
APDA-NEG-00821,2011-05-31,24.5,93.125,Manipur,12.99,50.37,60.31,209.59,296.38,0.81,2.0667,489.42,31.49,307.92,0.01086,0,negative
APDA-NEG-00212,2012-06-02,25.5,92.5,Assam,30.52,77.74,114.13,172.56,243.21,0.87,2.4667,1063.07,25.33,13.62,-0.014165,0,negative
APDA-NEG-00380,2013-07-14,30.5,76.875,Himachal Pradesh,6.59,12.05,115.81,160.07,388.62,0.72,1.4667,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-01159,2011-06-20,27.0,95.0,Nagaland,3.32,17.87,31.59,100.07,312.55,0.77,1.8,117.36,3.0,28.88,0.00233,0,negative
APDA-NEG-00180,2010-10-09,25.5,92.5,Assam,23.78,120.24,126.41,161.07,324.93,0.97,3.1333,1063.07,25.33,13.62,-0.014165,0,negative
APDA-NEG-01733,2015-04-28,30.5,80.0,Uttarakhand,1.94,2.92,3.36,13.96,71.18,0.7,1.3333,5403.64,16.29,342.16,0.008133,0,negative
APDA-NEG-00510,2010-10-03,32.5,76.875,Himachal Pradesh,0.0,0.53,0.53,68.88,159.19,0.88,2.5333,5101.1,32.0,358.76,0.004829,0,negative
APDA-NEG-01609,2013-06-16,30.5,77.5,Uttarakhand,153.7,286.17,391.94,401.2,409.24,0.94,2.9333,425.48,0.38,300.89,0.001817,0,negative
APDA-NEG-01759,2015-07-24,29.5,80.625,Uttarakhand,14.07,42.9,50.08,104.28,322.35,0.78,1.8667,2217.17,32.44,5.59,0.001258,0,negative
APDA-NEG-01179,2013-07-01,25.5,94.375,Nagaland,4.91,25.0,76.97,126.88,161.67,0.79,1.9333,1690.52,34.92,313.33,-0.003122,0,negative
APDA-NEG-01219,2014-09-08,27.0,94.375,Nagaland,5.3,28.83,33.99,72.86,365.15,0.9,2.6667,86.0,0.0,0.0,0.0,0,negative
7375,2015-08-01,25.194,94.448,Manipur,4.9,104.34,121.77,229.36,353.87,0.89,1.428,1726.25,14.89,228.1,0.003157,1,positive
APDA-NEG-01062,2010-09-13,23.5,93.125,Mizoram,5.92,10.64,23.16,48.17,130.81,0.75,1.6667,768.55,33.9,313.22,0.007988,0,negative
APDA-NEG-00798,2013-09-24,24.0,94.375,Manipur,0.69,1.4,3.55,80.09,193.1,0.71,1.4,308.07,14.0,233.72,-0.007124,0,negative
5184,2013-07-24,30.906,78.091,Uttarakhand,13.91,21.36,81.91,152.74,292.75,0.94,1.6429,1538.77,19.13,62.7,0.003055,1,positive
APDA-NEG-00483,2011-08-07,31.5,78.75,Himachal Pradesh,0.36,15.7,26.23,100.17,210.35,0.84,2.2667,4989.8,15.71,68.13,-0.003931,0,negative
APDA-NEG-00568,2011-08-07,30.5,76.875,Himachal Pradesh,1.41,27.32,41.3,106.45,277.26,0.7,1.3333,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-01129,2010-07-06,25.5,94.375,Nagaland,4.5,20.02,66.91,126.11,302.38,0.86,2.4,1690.52,34.92,313.33,-0.003122,0,negative
1771,2010-04-20,26.198,91.767,Assam,33.21,123.36,189.67,214.75,297.34,0.85,2.0092,71.95,12.8,132.91,0.001924,1,positive
APDA-NEG-00472,2015-08-18,33.0,77.5,Himachal Pradesh,4.17,7.52,15.58,48.26,128.79,0.69,1.2667,5155.49,22.24,314.26,0.012153,0,negative
