event_id,event_date,latitude,longitude,state,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_15d,rainfall_30d
7374,2015-08-01,25.112,94.359,Manipur,4.9,104.34,121.77,229.36,353.87
7375,2015-08-01,25.194,94.448,Manipur,4.9,104.34,121.77,229.36,353.87
7383,2015-08-01,23.899,94.143,Manipur,2.09,71.58,85.55,159.45,237.74
7384,2015-08-01,23.928,94.091,Manipur,2.09,71.58,85.55,159.45,237.74
7385,2015-08-01,24.004,93.982,Manipur,5.31,82.66,101.37,202.03,310.51
7387,2015-08-01,24.954,94.216,Manipur,4.9,104.34,121.77,229.36,353.87
7388,2015-08-01,24.416,94.098,Manipur,3.7,100.7,118.29,220.65,329.07
7389,2015-08-01,24.407,94.064,Manipur,3.7,100.7,118.29,220.65,329.07
7390,2015-08-01,24.427,94.191,Manipur,3.7,100.7,118.29,220.65,329.07
7391,2015-08-01,31.036,78.858,Uttarakhand,14.8,30.04,47.78,82.24,253.76
7409,2015-08-02,25.72,94.622,Nagaland,0.7,71.33,99.02,197.07,332.89
7589,2015-08-19,25.257,92.383,Meghalaya,35.06,81.02,115.26,202.37,359.49
7590,2015-08-19,25.142,92.381,Meghalaya,41.24,100.47,149.45,256.74,490.85
7591,2015-03-19,25.032,92.458,Assam,0.01,0.01,0.01,0.08,31.16
7614,2015-08-08,31.803,76.757,Himachal Pradesh,11.06,43.88,60.77,119.39,377.32
7628,2015-08-09,31.692,76.51,Himachal Pradesh,2.81,18.91,39.86,68.89,344.1
7649,2015-08-11,31.324,76.762,Himachal Pradesh,4.56,13.3,66.39,103.23,271.37
7655,2016-04-22,27.58,91.857,Arunachal Pradesh,11.02,58.47,118.9,142.62,207.29
7660,2015-08-12,25.624,94.114,Nagaland,3.35,14.73,69.02,178.96,370.93
7664,2015-08-11,24.746,93.425,Manipur,5.97,40.38,84.21,221.0,510.18
7665,2015-08-11,24.702,93.529,Manipur,1.62,29.54,76.66,206.6,411.71
7666,2015-08-11,25.102,93.373,Manipur,5.63,34.46,86.02,210.7,484.2
7676,2015-08-12,32.176,76.308,Himachal Pradesh,16.56,24.51,54.39,81.14,248.86
7678,2015-08-12,32.197,76.319,Himachal Pradesh,16.56,24.51,54.39,81.14,248.86
7685,2015-08-13,31.776,76.988,Himachal Pradesh,8.49,24.21,59.02,122.96,262.81
7699,2015-08-19,26.021,94.522,Nagaland,14.28,30.55,56.39,137.17,283.18
7701,2015-08-19,25.628,94.105,Nagaland,8.1,17.36,37.6,113.28,284.48
7706,2015-08-19,25.073,92.364,Meghalaya,41.24,100.47,149.45,256.74,490.85
7726,2015-08-22,31.037,77.121,Himachal Pradesh,23.44,70.77,112.07,163.73,260.61
7727,2015-08-20,25.626,94.106,Nagaland,8.68,20.24,33.33,115.3,280.13
7728,2015-08-22,26.103,91.881,Assam,4.42,70.45,153.53,205.28,285.17
7778,2015-08-26,23.845,93.051,Mizoram,3.95,11.51,44.23,144.82,330.03
7780,2015-08-26,23.357,92.788,Mizoram,2.74,4.43,57.97,228.73,414.94
7836,2015-08-27,24.042,92.672,Mizoram,5.48,9.52,37.7,201.52,394.23
7837,2015-08-27,23.727,92.727,Mizoram,3.73,7.18,36.98,228.87,404.17
7838,2015-08-27,23.687,93.017,Mizoram,5.0,8.31,32.13,162.34,308.36
7887,2015-08-16,27.884,96.926,Arunachal Pradesh,7.42,24.99,52.36,124.4,204.67
7910,2015-08-01,24.348,94.115,Manipur,3.7,100.7,118.29,220.65,329.07
7923,2015-09-01,26.493,91.721,Assam,10.67,74.71,148.2,293.7,392.25
7933,2015-09-01,26.187,91.674,Assam,8.4,82.12,160.64,300.56,398.09
7956,2015-09-05,26.048,91.87,Meghalaya,3.69,63.5,156.6,249.76,459.65
7972,2015-08-28,23.45,92.811,Mizoram,10.53,17.0,32.21,233.88,412.8
8012,2015-09-06,25.97,91.858,Meghalaya,0.87,29.57,121.4,246.21,451.49
8032,2016-06-29,30.33,79.321,Uttarakhand,0.31,0.64,1.35,36.75,53.29
8222,2016-06-22,26.196,91.783,Assam,19.78,46.18,154.1,259.97,368.1
8223,2015-09-14,23.735,92.719,Mizoram,13.58,44.56,78.75,196.15,440.49
8224,2015-09-14,23.731,92.719,Mizoram,13.58,44.56,78.75,196.15,440.49
8237,2016-07-01,27.014,92.635,Arunachal Pradesh,7.67,13.51,20.96,93.86,194.5
8339,2015-09-23,26.167,91.704,Assam,61.13,106.92,116.73,187.06,431.33
8366,2015-09-23,25.583,91.893,Meghalaya,48.8,118.09,140.11,241.62,587.3
8367,2016-07-01,29.8,80.257,Uttarakhand,13.49,19.65,22.43,42.99,81.74
8482,2016-07-02,30.892,77.09,Himachal Pradesh,19.85,34.17,62.34,97.9,153.83
8684,2016-07-07,25.961,91.368,Assam,24.29,49.8,151.2,221.39,485.82
8860,2016-06-17,31.512,78.118,Himachal Pradesh,0.0,21.05,24.87,44.6,62.75
8900,2016-07-07,25.012,94.314,Manipur,11.95,28.19,92.02,139.12,255.75
8901,2016-07-10,25.79,94.132,Nagaland,14.38,23.03,75.37,164.56,349.47
8930,2016-07-12,26.17,94.492,Nagaland,16.84,39.61,66.6,179.28,362.32
8995,2016-07-14,26.196,91.807,Assam,7.89,16.48,48.2,192.24,419.39
8996,2016-07-14,26.177,91.77,Assam,7.89,16.48,48.2,192.24,419.39
9002,2016-07-16,30.455,78.097,Uttarakhand,52.75,77.91,91.71,149.62,218.09
9008,2016-07-16,30.335,78.511,Uttarakhand,46.34,65.57,77.47,131.19,168.18
9010,2016-07-16,27.303,93.804,Arunachal Pradesh,39.81,124.73,205.07,334.37,556.02
9017,2016-07-17,30.164,78.294,Uttarakhand,54.79,112.18,129.74,162.5,240.17
9020,2016-07-17,29.955,78.168,Uttarakhand,54.79,112.18,129.74,162.5,240.17
9037,2015-12-07,31.682,77.121,Himachal Pradesh,0.0,0.0,0.0,1.48,1.53
9048,2016-07-17,31.501,78.176,Himachal Pradesh,14.38,45.31,70.6,101.41,168.11
9051,2016-07-19,26.097,91.874,Assam,19.72,128.07,204.59,287.44,491.25
9087,2016-07-19,28.235,94.961,Arunachal Pradesh,14.48,89.14,199.95,270.29,589.71
9122,2016-07-20,26.197,91.802,Assam,32.15,108.99,231.77,299.82,508.83
9124,2016-07-19,25.203,90.557,Meghalaya,39.27,219.59,326.26,464.59,811.92
9142,2016-06-14,26.319,94.525,Nagaland,6.05,35.82,62.33,91.54,256.62
9144,2015-12-29,31.466,76.869,Himachal Pradesh,0.0,0.0,0.29,0.97,27.73
9166,2016-07-18,30.731,78.436,Uttarakhand,15.11,110.23,146.31,173.21,275.01
9168,2016-06-13,27.644,93.871,Arunachal Pradesh,32.49,64.71,100.76,139.52,336.63
9169,2016-06-12,26.168,94.244,Nagaland,10.04,18.74,64.65,88.51,278.36
9186,2016-07-25,25.48,94.138,Manipur,18.3,31.65,48.82,142.82,284.6
9215,2016-01-14,27.176,88.529,Sikkim,0.02,0.28,1.0,1.66,1.73
9216,2016-07-27,30.694,77.427,Himachal Pradesh,10.47,17.28,132.35,283.7,377.35
9219,2016-07-27,26.01,94.528,Nagaland,16.48,41.59,75.33,156.43,335.71
9232,2016-07-29,23.54,93.378,Mizoram,5.2,20.12,50.23,107.48,242.7
9251,2016-07-29,25.87,94.784,Nagaland,6.07,55.91,103.04,177.62,393.18
9252,2016-07-28,27.575,91.864,Arunachal Pradesh,14.04,27.35,78.71,151.69,240.45
9258,2016-07-31,30.975,78.438,Uttarakhand,8.29,30.72,49.94,179.31,268.62
9264,2016-08-01,31.687,77.104,Himachal Pradesh,16.44,63.33,108.16,150.56,262.24
9314,2016-05-22,30.306,78.065,Uttarakhand,1.53,1.88,1.88,18.14,35.45
9318,2016-05-23,30.701,77.864,Uttarakhand,5.11,6.74,6.99,23.08,40.51
9334,2016-05-18,24.52,92.726,Assam,75.63,179.71,267.55,323.56,559.2
9335,2016-05-18,24.52,92.724,Assam,75.63,179.71,267.55,323.56,559.2
9336,2016-05-18,24.531,92.512,Assam,75.63,179.71,267.55,323.56,559.2
9338,2016-05-18,24.464,92.494,Assam,75.63,179.71,267.55,323.56,559.2
9404,2016-05-01,28.082,96.532,Arunachal Pradesh,6.31,22.57,39.76,175.96,407.75
9405,2016-04-19,26.722,95.024,Nagaland,10.83,37.9,68.11,140.87,182.12
9428,2016-04-23,27.552,91.752,Arunachal Pradesh,8.76,40.8,110.82,151.34,216.05
9448,2016-08-06,29.587,80.215,Uttarakhand,21.38,28.93,59.65,161.41,344.35
9449,2016-08-04,30.739,79.495,Uttarakhand,1.03,4.11,40.26,154.99,279.02
9464,2016-08-05,27.575,91.975,Arunachal Pradesh,0.23,10.25,20.27,105.99,202.47
9490,2016-08-30,31.573,77.856,Himachal Pradesh,4.41,8.35,41.8,82.51,212.27
9507,2016-10-03,30.897,77.059,Himachal Pradesh,0.0,0.07,0.18,23.04,37.95
9604,2016-10-12,27.268,88.289,Sikkim,14.2,33.71,54.64,80.32,218.89
9619,2016-10-15,27.17,88.366,Sikkim,0.71,17.25,66.59,113.48,294.32
9630,2016-10-04,29.8521,80.553,Uttarakhand,0.04,1.16,2.19,17.67,45.0
9701,2017-09-21,24.939,93.497,Manipur,4.13,46.86,83.85,142.72,254.87
9704,2017-06-13,25.12,94.364,Manipur,6.24,34.68,54.37,160.34,228.85
9706,2017-06-06,30.336,79.32,Uttarakhand,16.5,17.0,23.02,53.47,86.63
9707,2017-06-07,30.942,76.801,Himachal Pradesh,38.64,43.82,43.89,59.39,102.96
9712,2017-06-10,23.734,92.747,Mizoram,23.87,63.48,126.38,440.18,600.25
9731,2017-08-26,23.833,92.631,Mizoram,16.93,88.15,132.46,381.5,649.33
9733,2017-06-04,23.865,91.895,Tripura,50.75,129.18,307.73,345.82,558.51
9742,2017-06-02,25.671,94.118,Nagaland,8.78,29.2,99.58,145.16,196.79
9743,2017-06-04,27.059,93.542,Arunachal Pradesh,8.18,72.54,142.86,253.53,382.3
9745,2017-06-04,24.195,91.829,Tripura,50.75,129.18,307.73,345.82,558.51
9750,2017-06-04,25.152,92.947,Assam,15.23,94.58,222.87,267.44,373.42
9770,2017-06-01,23.739,92.715,Mizoram,76.43,177.44,204.66,282.31,380.85
9785,2017-05-26,27.543,88.597,Sikkim,5.8,13.37,46.06,114.36,177.03
9789,2017-05-26,25.907,91.882,Meghalaya,15.61,47.72,87.79,127.86,250.32
9797,2017-05-24,27.77,93.51,Arunachal Pradesh,26.83,45.0,131.17,186.13,341.15
9802,2017-05-20,30.565,79.562,Uttarakhand,5.5,18.97,28.08,30.85,43.94
9809,2017-05-20,30.733,79.492,Uttarakhand,5.5,18.97,28.08,30.85,43.94
9829,2017-06-19,27.07,93.615,Arunachal Pradesh,11.97,65.43,129.02,172.09,425.62
9834,2017-06-21,27.059,93.541,Arunachal Pradesh,12.83,32.21,97.89,191.78,410.6
9840,2017-06-27,31.724,76.937,Himachal Pradesh,17.42,23.34,38.82,83.01,140.16
9849,2016-08-11,30.071,80.237,Uttarakhand,9.13,39.35,68.71,116.36,291.34
9852,2016-08-09,31.708,76.933,Himachal Pradesh,6.6,19.4,65.64,185.64,299.04
9853,2016-08-16,27.593,88.492,Sikkim,12.74,20.88,45.13,101.33,319.6
9859,2016-08-16,31.581,78.413,Himachal Pradesh,3.49,10.59,48.43,122.6,257.35
9864,2016-08-16,29.351,79.451,Uttarakhand,11.9,21.96,56.86,116.11,333.41
9869,2016-08-16,26.882,95.4,Arunachal Pradesh,4.04,10.94,45.5,82.6,312.9
9870,2017-06-29,30.866,76.998,Himachal Pradesh,17.61,45.57,60.53,123.8,183.26
9875,2017-06-26,24.324,93.15,Manipur,24.23,80.4,132.7,297.98,582.28
9876,2017-06-27,24.304,93.182,Manipur,12.03,58.27,140.38,282.6,592.47
9877,2017-06-26,24.22,93.203,Manipur,15.15,60.55,116.99,287.27,555.56
9892,2016-08-21,31.452,78.401,Himachal Pradesh,8.36,16.46,33.15,96.6,261.73
9904,2016-08-25,25.661,94.105,Nagaland,5.38,6.0,11.97,39.51,145.72
9912,2016-08-29,30.996,78.936,Uttarakhand,1.64,4.33,13.36,44.0,155.65
9915,2016-08-28,30.922,78.681,Uttarakhand,0.02,5.14,18.79,44.94,167.02
9917,2016-09-01,24.769,92.821,Assam,12.83,60.53,83.91,109.99,212.87
9924,2017-07-02,32.262,78.069,Himachal Pradesh,1.32,6.97,34.93,52.11,75.42
9925,2017-07-02,32.246,78.066,Himachal Pradesh,2.66,10.93,55.15,81.53,122.76
9927,2017-07-02,32.238,78.062,Himachal Pradesh,2.66,10.93,55.15,81.53,122.76
9931,2017-06-30,25.067,93.931,Manipur,22.2,43.22,81.89,184.88,313.58
9932,2017-07-01,27.106,93.66,Arunachal Pradesh,68.04,119.2,186.66,314.97,494.17
9933,2017-06-30,27.048,93.619,Arunachal Pradesh,32.95,59.68,142.67,254.05,433.2
9934,2017-07-01,27.011,92.642,Arunachal Pradesh,21.91,34.02,58.89,152.15,291.07
9935,2017-07-01,27.082,93.608,Arunachal Pradesh,68.04,119.2,186.66,314.97,494.17
9936,2017-07-03,32.306,77.522,Himachal Pradesh,0.04,4.28,38.59,54.77,85.67
9940,2017-07-03,26.205,91.872,Assam,24.58,72.73,109.15,190.58,497.79
9948,2017-07-01,24.952,94.203,Manipur,19.61,63.15,88.11,168.23,287.72
9949,2017-07-03,26.1,91.874,Assam,24.58,72.73,109.15,190.58,497.79
9951,2017-07-03,26.106,91.852,Assam,24.58,72.73,109.15,190.58,497.79
9952,2017-07-03,26.104,91.862,Assam,24.58,72.73,109.15,190.58,497.79
9953,2016-09-02,31.957,77.11,Himachal Pradesh,2.98,20.97,60.14,117.26,253.14
9965,2016-09-05,26.325,94.515,Nagaland,12.04,38.7,91.13,117.84,208.13
9966,2016-09-05,26.092,94.258,Nagaland,14.71,34.09,66.41,105.34,186.79
9972,2017-07-03,26.222,91.921,Assam,24.58,72.73,109.15,190.58,497.79
9974,2017-07-04,25.498,94.129,Manipur,15.0,49.28,122.17,215.86,317.53
9982,2017-07-02,26.331,94.554,Nagaland,22.51,89.45,142.02,261.54,388.31
9983,2017-07-02,26.116,94.242,Nagaland,14.5,64.06,108.49,220.96,338.87
9984,2017-07-02,26.145,94.244,Nagaland,14.5,64.06,108.49,220.96,338.87
9989,2017-06-28,23.695,92.876,Mizoram,6.88,21.75,95.73,208.22,588.37
9993,2017-07-05,27.979,94.263,Arunachal Pradesh,16.22,66.64,257.78,396.67,603.69
9998,2017-07-05,27.985,94.213,Arunachal Pradesh,16.22,66.64,257.78,396.67,603.69
10004,2017-07-10,26.145,91.794,Assam,26.77,73.83,159.66,273.75,636.17
10005,2017-07-06,26.11,91.803,Assam,11.94,79.49,169.43,245.24,564.28
10006,2017-07-05,29.889,80.565,Uttarakhand,16.63,35.24,51.71,66.7,103.95
10007,2017-07-10,26.19,91.773,Assam,26.77,73.83,159.66,273.75,636.17
10024,2017-06-25,25.838,93.946,Nagaland,21.95,63.72,79.91,170.86,321.43
10025,2017-06-29,32.764,77.283,Himachal Pradesh,5.57,18.71,19.01,37.93,50.45
10066,2016-09-11,30.597,79.57,Uttarakhand,1.13,1.4,3.25,15.47,52.17
10067,2017-07-07,30.241,78.898,Uttarakhand,20.22,61.73,81.93,194.86,254.0
10068,2017-04-06,30.814,78.618,Uttarakhand,13.58,40.38,40.38,40.42,71.11
10069,2017-04-06,30.615,78.316,Uttarakhand,8.22,37.22,37.22,37.22,65.16
10070,2017-04-06,31.013,78.884,Uttarakhand,13.58,40.38,40.38,40.42,71.11
10071,2017-07-11,30.413,78.084,Uttarakhand,23.65,36.06,82.51,165.68,307.95
10072,2017-07-13,30.239,77.956,Uttarakhand,7.99,67.26,79.23,169.31,306.45
10073,2017-04-06,30.504,79.488,Uttarakhand,15.39,35.98,35.98,36.39,63.05
10853,2017-04-23,32.361,77.234,Himachal Pradesh,4.96,11.53,11.53,11.89,62.54
10854,2017-05-05,32.342,77.222,Himachal Pradesh,0.4,3.5,13.43,30.43,47.14
10855,2017-04-18,31.764,77.292,Himachal Pradesh,0.0,0.0,0.5,52.42,52.99
10856,2017-03-22,31.773,77.305,Himachal Pradesh,0.0,0.0,8.17,40.2,65.42
10857,2017-02-21,32.007,78.57,Himachal Pradesh,4.97,12.78,12.81,12.86,52.78
10858,2017-04-06,31.098,77.152,Himachal Pradesh,6.35,37.62,37.62,37.67,72.21
10859,2017-01-26,30.875,77.0,Himachal Pradesh,39.31,44.47,44.8,52.35,113.88
10860,2017-01-06,31.056,77.137,Himachal Pradesh,23.5,23.72,25.0,30.52,30.59
10861,2017-09-02,31.103,77.204,Himachal Pradesh,12.09,77.53,95.7,186.51,284.32
10862,2017-04-30,32.307,77.602,Himachal Pradesh,7.48,9.83,15.3,26.83,77.61
10866,2017-07-11,29.834,80.269,Uttarakhand,25.35,46.17,135.7,183.91,227.05
10957,2017-06-09,22.908,92.472,Mizoram,38.45,77.78,169.66,492.87,608.82
10960,2016-09-17,23.726,92.718,Mizoram,15.46,32.01,126.23,167.69,431.07
10961,2017-04-25,24.014,92.674,Mizoram,24.62,107.23,343.1,372.03,626.37
10962,2017-06-17,23.656,93.027,Mizoram,10.03,42.82,209.07,325.84,504.73
10963,2017-06-12,23.335,92.854,Mizoram,71.95,133.8,167.42,341.18,449.57
10967,2017-07-10,24.372,93.707,Manipur,11.11,46.8,119.03,222.79,408.92
10968,2017-07-09,24.272,93.28,Manipur,9.71,42.19,100.11,231.22,524.05
10972,2016-12-15,26.192,91.81,Assam,0.0,0.0,0.0,0.0,0.28
10973,2016-12-15,26.182,91.772,Assam,0.0,0.0,0.0,0.0,0.28
10974,2017-04-05,26.161,91.853,Assam,3.96,83.62,209.1,261.67,294.62
10975,2017-04-30,25.619,92.709,Assam,18.72,48.15,147.99,245.44,465.28
10976,2017-04-04,25.118,92.854,Assam,22.98,113.69,312.64,321.59,372.3
10977,2017-04-04,25.482,93.142,Assam,16.99,84.74,221.09,227.93,269.38
10978,2017-04-04,25.132,93.047,Assam,22.98,113.69,312.64,321.59,372.3
10979,2017-04-04,25.195,93.173,Assam,22.98,113.69,312.64,321.59,372.3
10980,2017-04-04,25.181,93.118,Assam,22.98,113.69,312.64,321.59,372.3
10985,2017-06-17,25.438,91.799,Meghalaya,52.71,311.77,533.46,627.58,1010.05
10986,2017-07-07,25.829,91.877,Meghalaya,6.34,67.01,158.56,215.89,567.41
10987,2017-06-17,25.678,91.923,Meghalaya,52.71,311.77,533.46,627.58,1010.05
10988,2017-07-09,25.826,91.871,Meghalaya,29.23,53.4,157.47,252.55,611.73
10989,2017-02-15,25.518,91.963,Meghalaya,0.0,0.0,0.0,1.16,1.25
11149,2017-07-09,24.828,93.518,Manipur,8.59,64.01,120.23,219.24,388.84
11150,2017-03-30,24.796,93.724,Manipur,73.83,79.42,81.38,99.79,126.19
11151,2017-07-08,25.065,94.274,Manipur,32.95,80.22,139.87,234.39,387.17
11152,2017-04-06,25.083,94.238,Manipur,0.25,32.95,117.92,186.78,223.3
11153,2017-07-09,24.835,93.899,Manipur,8.59,64.01,120.23,219.24,388.84
11154,2017-04-07,25.772,93.935,Nagaland,3.61,5.81,76.08,138.27,176.88
11155,2017-07-08,25.72,94.032,Nagaland,25.67,54.59,103.55,195.0,346.6
11156,2017-05-16,25.733,93.997,Nagaland,9.32,24.13,32.33,42.79,132.6
11157,2017-07-09,25.731,93.988,Nagaland,13.78,62.66,108.04,197.11,347.35
11158,2017-07-12,25.691,94.095,Nagaland,1.4,57.09,157.38,290.03,438.66
11159,2017-07-09,25.632,94.101,Nagaland,16.21,89.47,150.89,255.24,405.92
11160,2017-07-10,26.263,94.815,Nagaland,42.24,134.3,200.1,370.85,563.85
11161,2017-06-24,26.664,94.622,Nagaland,30.52,60.12,83.02,164.38,300.55
11162,2017-07-09,26.566,93.132,Assam,40.42,72.78,122.62,242.71,432.6
11163,2017-07-10,26.951,93.867,Assam,55.05,190.51,264.38,469.91,724.55
11164,2017-07-09,27.107,93.652,Arunachal Pradesh,89.73,153.24,228.74,445.92,671.15
11165,2017-07-09,27.093,93.619,Arunachal Pradesh,89.73,153.24,228.74,445.92,671.15
11166,2017-07-09,27.077,93.598,Arunachal Pradesh,89.73,153.24,228.74,445.92,671.15
11167,2017-07-09,27.116,93.796,Arunachal Pradesh,89.73,153.24,228.74,445.92,671.15
11168,2017-07-11,27.209,93.615,Arunachal Pradesh,25.38,170.16,257.1,476.61,740.55
11169,2017-07-09,27.06,93.501,Arunachal Pradesh,89.73,153.24,228.74,445.92,671.15
11170,2017-07-09,27.142,93.665,Arunachal Pradesh,89.73,153.24,228.74,445.92,671.15
11171,2017-04-26,27.104,93.612,Arunachal Pradesh,26.0,67.41,106.16,117.7,227.08
11172,2017-07-09,27.084,93.605,Arunachal Pradesh,89.73,153.24,228.74,445.92,671.15
11173,2017-04-23,27.618,93.842,Arunachal Pradesh,12.37,24.85,37.69,49.21,154.75
11174,2017-04-22,27.68,93.626,Arunachal Pradesh,9.07,18.63,25.7,40.7,145.07
11175,2017-05-03,27.827,93.624,Arunachal Pradesh,2.17,7.36,64.28,172.14,195.86
11176,2017-06-20,28.108,94.183,Arunachal Pradesh,8.12,68.59,139.69,207.02,502.42
11177,2017-07-11,27.584,91.877,Arunachal Pradesh,7.9,54.3,93.48,159.09,283.61
11178,2017-06-19,26.964,92.783,Assam,9.7,65.31,146.09,164.64,299.62
11183,2017-07-10,27.36,88.652,Sikkim,30.79,77.52,116.8,197.88,308.27
11317,2018-05-08,30.652,79.52,Uttarakhand,6.75,10.99,18.22,22.39,52.8
11332,2018-05-10,24.864,93.622,Manipur,9.72,28.87,119.11,160.8,218.44
11357,2018-05-18,24.025,91.497,Tripura,57.59,150.03,200.91,424.96,737.87
11403,2018-05-12,23.737,92.752,Mizoram,10.4,64.79,160.62,276.73,450.77
11405,2018-05-12,26.078,94.721,Nagaland,0.68,2.42,37.58,135.17,192.23
11443,2018-05-26,27.233,88.593,Sikkim,15.28,77.08,99.84,134.82,246.08
11459,2018-06-03,24.988,93.499,Manipur,6.58,20.94,29.29,59.27,181.05
11501,2018-05-20,23.793,91.531,Tripura,25.85,106.32,234.19,416.62,740.67
11502,2018-05-20,23.717,91.616,Tripura,27.76,103.19,225.17,364.79,650.01
11513,2018-06-01,30.722,78.445,Uttarakhand,10.96,11.66,12.6,14.73,34.62
11530,2018-06-05,22.874,92.758,Mizoram,53.0,70.88,121.91,169.67,404.92
12712,2017-09-29,24.981,94.019,Manipur,26.42,65.83,90.63,176.31,270.8
12713,2017-10-22,25.534,94.133,Manipur,26.47,68.56,69.89,121.55,246.34
12714,2017-09-30,25.659,94.099,Nagaland,10.92,51.43,94.77,163.25,282.29
12715,2017-08-26,25.26,94.019,Manipur,27.77,42.24,52.92,106.74,230.7
12716,2017-06-05,25.144,93.972,Manipur,0.14,31.52,135.08,167.18,230.27
12718,2017-08-28,25.555,93.64,Nagaland,6.58,38.43,58.72,101.0,215.56
12719,2018-04-28,25.032,92.423,Meghalaya,0.89,9.63,34.27,153.78,254.97
12880,2018-04-27,30.741,78.527,Uttarakhand,0.1,0.1,0.18,5.0,43.8
12881,2017-09-03,30.739,78.374,Uttarakhand,3.11,78.4,126.53,238.9,353.76
12882,2018-08-29,30.359,78.377,Uttarakhand,14.46,36.57,96.46,166.5,440.98
12943,2017-08-22,31.498,76.875,Himachal Pradesh,4.91,51.71,78.02,116.45,309.73
13214,2017-12-14,29.42,80.244,Uttarakhand,0.0,6.5,7.27,7.43,7.5
13224,2017-12-10,31.411,77.603,Himachal Pradesh,0.0,0.0,0.34,0.34,5.31
13253,2017-08-22,31.102,77.205,Himachal Pradesh,5.55,56.26,76.83,118.87,290.51
13263,2017-09-30,27.304,92.408,Arunachal Pradesh,10.33,30.09,35.09,62.17,138.67
13723,2019-07-09,25.567,91.906,Meghalaya,150.66,268.65,349.89,698.26,978.24
13724,2019-07-09,25.588,92.023,Meghalaya,150.66,268.65,349.89,698.26,978.24
13725,2019-07-09,25.537,91.981,Meghalaya,150.66,268.65,349.89,698.26,978.24
13796,2018-08-30,30.272,79.45,Uttarakhand,2.89,16.15,67.18,94.97,215.19
13814,2018-07-31,25.673,94.105,Nagaland,14.4,86.98,184.23,248.18,396.1
13820,2018-09-22,32.22,76.311,Himachal Pradesh,32.21,43.37,43.81,132.58,236.04
13834,2018-12-21,30.517,79.092,Uttarakhand,0.0,0.0,0.0,1.71,1.83
13841,2018-07-30,26.132,94.786,Nagaland,35.49,107.5,190.88,268.39,448.3
14055,2018-08-11,31.343,76.762,Himachal Pradesh,1.75,10.62,81.72,125.99,322.96
14071,2018-08-14,31.055,77.024,Himachal Pradesh,2.33,118.81,138.87,225.64,413.76
14079,2018-10-14,30.896,77.005,Himachal Pradesh,0.0,0.0,10.02,10.02,191.56
14081,2018-08-11,30.917,78.684,Uttarakhand,1.84,7.11,64.27,134.87,220.84
14086,2018-12-18,25.196,93.134,Assam,37.32,40.49,40.55,40.63,40.63
14102,2018-08-09,30.821,78.233,Uttarakhand,6.19,32.0,114.7,237.38,363.84
14113,2018-08-09,32.557,76.129,Himachal Pradesh,4.05,40.62,118.35,217.57,425.9
14116,2018-10-10,31.517,78.269,Himachal Pradesh,0.5,0.52,0.52,4.83,167.15
14117,2018-08-13,32.025,76.167,Himachal Pradesh,41.16,70.99,122.7,233.71,471.1
14125,2018-10-09,31.689,77.279,Himachal Pradesh,0.01,0.01,0.01,11.25,151.4
14146,2018-08-13,31.425,78.26,Himachal Pradesh,53.67,102.41,138.93,192.17,360.14
14164,2018-08-07,31.12,77.359,Himachal Pradesh,14.86,59.19,102.99,218.39,352.03
14179,2018-08-09,32.171,76.419,Himachal Pradesh,7.19,47.22,123.16,235.85,449.32
14194,2018-08-10,30.04,80.314,Uttarakhand,0.96,2.21,41.12,89.7,175.73
14202,2015-04-16,31.499,78.224,Himachal Pradesh,5.21,18.68,18.68,41.02,55.72
14235,2017-08-14,31.914,76.893,Himachal Pradesh,6.21,16.24,42.11,140.73,289.92
14282,2018-09-26,31.706,76.934,Himachal Pradesh,0.0,85.76,184.45,207.87,317.06
14283,2018-10-29,25.769,93.82,Nagaland,0.0,0.92,0.92,2.71,43.75
14295,2018-11-22,32.234,77.189,Himachal Pradesh,0.0,0.0,0.0,24.67,52.75
14297,2018-10-31,25.808,93.79,Nagaland,0.01,0.01,0.93,1.05,39.71
14325,2018-09-03,31.108,77.215,Himachal Pradesh,14.2,27.55,55.76,155.47,350.32
14326,2018-09-02,31.113,77.614,Himachal Pradesh,7.56,15.66,49.53,148.71,353.06
14338,2018-11-21,31.708,77.186,Himachal Pradesh,0.0,0.0,0.27,19.47,41.65
14359,2018-09-01,32.72,76.099,Himachal Pradesh,2.9,12.85,20.18,143.45,327.43
14386,2018-09-11,31.103,77.159,Himachal Pradesh,7.61,28.17,67.12,121.97,318.17
14392,2018-09-03,32.442,76.535,Himachal Pradesh,12.75,31.48,45.33,133.88,327.0
14439,1990-01-29,29.993,78.33,Uttarakhand,0.0,0.07,0.07,0.07,0.87
14464,2018-09-03,30.291,78.487,Uttarakhand,15.04,26.97,61.73,155.04,332.68
14483,2018-08-20,31.496,76.234,Himachal Pradesh,3.54,20.67,35.2,186.42,356.22
14489,2018-09-28,31.111,77.606,Himachal Pradesh,0.37,0.37,125.05,128.53,240.27
14501,2018-09-14,27.454,88.524,Sikkim,9.44,30.49,89.46,169.76,367.51
14505,2018-08-18,32.061,77.133,Himachal Pradesh,13.63,23.86,125.8,224.79,385.39
14511,2018-09-15,27.54,88.499,Sikkim,7.19,23.91,92.8,173.28,368.51
14516,2018-09-26,31.467,76.263,Himachal Pradesh,0.0,91.86,196.94,236.15,342.88
