sample_id,latitude,longitude,rain_1h,rain_6h,rain_24h,rain_3d,rain_7d,soil_moisture,soil_moisture_anomaly,elevation,slope,aspect,landslide,split
APDA-ROADMAP-POS-0329,26.17344,91.76232,18.71,38.58,151.12,325.99,556.66,0.37,0.24,1209.9,41.75,176.6,1,train
APDA-ROADMAP-NEG-0248,24.45193,93.2349,0.71,1.04,2.62,15.43,49.44,0.183,-0.089,586.0,5.79,224.6,0,train
APDA-ROADMAP-POS-0319,25.67486,94.11501,7.44,56.41,148.06,198.52,381.11,0.32,0.153,1085.7,37.56,190.9,1,train
APDA-ROADMAP-NEG-0690,25.55642,93.88594,1.43,8.9,23.81,45.11,74.2,0.14,-0.017,256.8,1.39,15.8,0,train
APDA-ROADMAP-NEG-0359,26.16482,93.93793,0.07,7.93,11.57,13.38,14.23,0.241,-0.047,324.5,1.18,93.5,0,train
APDA-ROADMAP-NEG-0733,26.8741,88.04581,0.03,5.58,14.88,32.8,55.77,0.212,-0.074,723.2,4.62,146.4,0,train
APDA-ROADMAP-POS-0168,24.83395,92.79865,9.44,52.1,141.56,267.99,339.84,0.387,0.261,531.2,31.53,164.9,1,train
APDA-ROADMAP-POS-0013,27.18355,88.35702,9.27,52.8,95.51,155.15,283.17,0.512,0.107,1750.4,39.0,103.1,1,train
APDA-ROADMAP-NEG-0927,25.3667,93.47319,1.68,8.11,21.48,45.0,49.42,0.105,-0.093,619.5,1.72,215.2,0,train
APDA-ROADMAP-POS-0172,27.3316,88.61288,5.65,26.45,139.12,311.27,440.9,0.418,0.19,1672.8,38.9,173.1,1,train
APDA-ROADMAP-POS-0650,26.01257,93.42133,37.56,75.65,126.77,174.91,241.41,0.384,0.268,1131.8,40.43,203.5,1,train
APDA-ROADMAP-NEG-0062,25.74507,92.10889,0.02,4.25,14.99,17.71,32.73,0.151,-0.039,678.6,2.96,42.1,0,train
APDA-ROADMAP-POS-0261,25.53191,91.8649,4.59,61.18,156.57,254.68,502.47,0.39,0.138,836.0,25.33,151.1,1,train
APDA-ROADMAP-NEG-0367,24.86311,92.77567,0.62,2.89,15.97,17.65,21.23,0.096,-0.052,847.0,10.82,354.5,0,train
APDA-ROADMAP-NEG-0549,25.93319,91.3198,0.94,6.66,11.66,18.42,33.52,0.235,-0.001,602.0,3.95,112.7,0,train
APDA-ROADMAP-POS-0902,25.30584,91.71197,6.65,57.35,194.57,358.58,469.54,0.436,0.14,1063.6,37.28,212.9,1,train
APDA-ROADMAP-POS-0673,27.17966,88.36075,12.79,35.72,99.12,158.45,352.92,0.466,0.174,1828.0,27.28,190.7,1,train
APDA-ROADMAP-POS-0259,25.67472,94.11112,28.39,66.19,114.03,216.58,370.62,0.332,0.158,1213.6,41.15,230.1,1,train
APDA-ROADMAP-POS-0845,25.59601,90.58215,11.56,63.87,133.53,174.87,353.48,0.44,0.173,1279.6,27.79,219.6,1,train
APDA-ROADMAP-POS-0868,24.83092,92.79768,9.93,67.6,181.03,295.63,462.07,0.469,0.245,772.0,29.06,9.9,1,train
APDA-ROADMAP-NEG-0800,26.88521,88.50426,1.56,9.02,23.79,26.97,46.43,0.08,-0.013,279.6,10.64,138.8,0,train
APDA-ROADMAP-POS-0139,25.67219,94.10647,6.7,29.05,126.65,218.18,389.67,0.371,0.135,812.5,27.31,223.7,1,train
APDA-ROADMAP-POS-0894,27.35586,92.42007,12.34,61.55,199.44,374.45,431.72,0.32,0.135,1599.9,35.08,168.7,1,train
APDA-ROADMAP-NEG-0838,24.04123,93.08537,0.83,5.34,7.46,23.97,37.16,0.186,-0.046,740.4,2.04,241.5,0,train
APDA-ROADMAP-POS-0550,26.01333,93.42321,10.8,51.76,171.92,313.56,376.77,0.45,0.225,826.3,23.89,152.9,1,train
APDA-ROADMAP-POS-0320,27.04369,88.26186,15.09,41.26,134.31,285.16,466.06,0.423,0.149,1468.7,29.04,212.1,1,train
APDA-ROADMAP-NEG-0527,25.44642,92.68278,0.86,6.18,15.02,21.66,53.17,0.161,-0.076,757.0,7.36,61.9,0,train
APDA-ROADMAP-NEG-0806,25.6659,92.7987,0.99,3.58,9.25,24.14,45.01,0.15,0.006,426.1,4.03,195.6,0,train
APDA-ROADMAP-NEG-0178,23.40107,93.01712,0.19,5.04,16.35,29.43,34.67,0.151,-0.065,108.2,8.28,155.1,0,train
APDA-ROADMAP-POS-0559,25.67713,94.11439,6.33,21.35,161.86,215.74,399.06,0.374,0.163,1253.3,20.0,161.9,1,train
APDA-ROADMAP-POS-0140,27.03811,88.25691,12.15,27.71,118.88,229.88,361.65,0.447,0.221,1631.8,40.45,141.6,1,train
APDA-ROADMAP-NEG-0735,27.36583,92.10491,2.64,5.09,9.36,28.07,46.69,0.28,-0.052,743.8,1.68,258.1,0,train
APDA-ROADMAP-POS-0532,27.32789,88.61451,9.03,29.75,150.37,319.75,525.6,0.341,0.216,1770.1,31.13,155.3,1,train
APDA-ROADMAP-POS-0225,25.5989,90.58309,6.96,31.83,100.61,223.36,393.94,0.476,0.138,996.5,39.41,36.3,1,train
APDA-ROADMAP-POS-0724,25.43909,92.19286,10.68,37.35,116.89,215.73,338.0,0.438,0.091,1312.5,47.94,147.3,1,train
APDA-ROADMAP-POS-0787,25.08069,93.15554,8.15,28.83,113.39,175.65,247.19,0.454,0.18,1099.0,37.16,335.8,1,train
APDA-ROADMAP-NEG-0718,23.48699,92.46595,0.76,4.47,15.33,23.3,23.92,0.108,-0.086,741.4,3.5,294.9,0,train
APDA-ROADMAP-NEG-0008,24.63196,93.08303,0.87,6.24,9.61,33.72,48.6,0.204,-0.077,842.1,3.02,12.3,0,train
APDA-ROADMAP-POS-0410,26.01081,93.42562,13.41,40.77,121.71,288.88,434.49,0.457,0.174,1009.1,42.33,175.3,1,train
APDA-ROADMAP-POS-0326,25.18912,93.02838,33.46,59.25,136.51,268.29,483.86,0.458,0.132,1104.2,32.62,239.2,1,train
APDA-ROADMAP-NEG-0766,25.6527,92.68422,1.72,8.01,22.79,37.21,50.04,0.256,-0.082,170.7,3.99,140.0,0,train
APDA-ROADMAP-POS-0300,27.03548,88.26307,13.4,37.04,74.66,210.61,273.85,0.424,0.189,1844.2,48.65,157.5,1,train
APDA-ROADMAP-NEG-0263,25.33739,92.20557,0.22,1.85,3.17,21.5,34.94,0.225,-0.033,600.6,6.74,121.5,0,train
APDA-ROADMAP-NEG-0946,25.41032,92.60219,0.37,7.77,20.95,23.58,42.49,0.1,0.011,154.9,4.15,100.9,0,train
APDA-ROADMAP-POS-0026,25.18179,93.02304,8.58,55.07,162.98,334.66,405.83,0.32,0.183,1164.2,34.27,52.2,1,train
APDA-ROADMAP-NEG-0859,25.46213,94.38252,1.82,6.95,14.19,27.06,43.11,0.083,-0.061,711.6,3.63,316.1,0,train
APDA-ROADMAP-POS-0715,27.57937,91.86161,10.43,56.77,198.52,325.54,385.74,0.463,0.143,1858.2,39.98,140.6,1,train
APDA-ROADMAP-NEG-0010,26.32931,93.73103,0.82,1.63,2.43,7.64,32.92,0.231,-0.031,775.6,1.56,268.1,0,train
APDA-ROADMAP-POS-0194,27.35358,92.41605,11.09,30.98,79.4,236.67,378.39,0.497,0.277,1615.0,33.65,226.8,1,train
APDA-ROADMAP-POS-0441,25.53403,91.86084,13.46,49.06,190.8,260.11,450.31,0.395,0.181,1071.4,30.61,148.4,1,train
APDA-ROADMAP-POS-0574,27.35206,92.41249,10.34,46.4,107.02,180.04,340.42,0.42,0.231,1669.0,36.55,90.3,1,train
APDA-ROADMAP-POS-0947,25.07875,93.15701,22.95,67.3,112.3,239.3,478.15,0.433,0.139,1088.6,38.37,217.9,1,train
APDA-ROADMAP-POS-0998,23.73003,92.71564,8.37,23.96,96.6,253.55,486.74,0.46,0.164,434.2,43.22,150.3,1,train
APDA-ROADMAP-POS-0504,25.44011,92.19608,4.9,53.84,162.93,267.9,369.34,0.531,0.198,930.6,37.6,271.3,1,train
APDA-ROADMAP-POS-0606,25.18011,93.02807,16.47,42.87,88.88,179.97,403.09,0.47,0.181,719.4,32.9,289.7,1,train
APDA-ROADMAP-NEG-0717,24.49282,94.05708,0.28,5.34,18.01,41.09,55.09,0.184,-0.04,505.3,15.0,56.2,0,train
APDA-ROADMAP-NEG-0164,25.85206,91.96245,0.16,5.66,5.73,23.76,40.03,0.24,-0.05,122.0,3.08,311.4,0,train
APDA-ROADMAP-NEG-0787,24.70076,92.78612,0.06,3.19,8.76,27.95,51.45,0.26,0.019,709.4,4.11,74.8,0,train
APDA-ROADMAP-POS-0847,25.07272,93.16023,12.33,32.5,87.69,260.41,463.65,0.32,0.225,1075.2,26.7,232.4,1,train
APDA-ROADMAP-POS-0004,25.43663,92.19404,18.32,67.75,173.92,291.42,448.85,0.468,0.17,1029.4,31.35,154.0,1,train
APDA-ROADMAP-NEG-0287,25.30694,92.97776,0.45,3.08,11.77,14.38,32.08,0.229,-0.091,482.4,0.94,23.3,0,train
APDA-ROADMAP-NEG-0223,26.00002,91.43812,0.56,7.2,20.97,25.08,39.66,0.142,-0.023,636.4,1.85,153.5,0,train
APDA-ROADMAP-POS-0468,24.83502,92.7993,4.63,24.65,168.52,224.22,318.21,0.387,0.119,631.6,34.08,70.9,1,train
APDA-ROADMAP-POS-0322,25.29961,91.71511,11.69,59.74,170.5,257.0,470.51,0.32,0.163,1170.9,36.49,195.4,1,train
APDA-ROADMAP-POS-0006,25.18644,93.02634,3.73,62.02,201.05,339.01,434.84,0.415,0.17,1199.8,34.86,170.2,1,train
APDA-ROADMAP-POS-0223,25.74899,91.90272,14.41,47.19,173.2,348.56,536.33,0.494,0.192,1247.5,31.41,298.2,1,train
APDA-ROADMAP-NEG-0375,27.33567,91.62991,2.25,10.25,16.4,29.46,52.25,0.152,-0.041,773.1,3.08,208.0,0,train
APDA-ROADMAP-POS-0548,24.82931,92.8061,2.0,33.02,116.63,199.94,274.66,0.458,0.239,429.5,46.79,173.5,1,train
APDA-ROADMAP-POS-0229,26.17519,91.75604,10.06,25.94,104.44,219.54,356.05,0.53,0.16,1005.7,36.68,168.0,1,train
APDA-ROADMAP-POS-0040,27.04176,88.26144,8.13,42.61,76.91,251.28,312.91,0.453,0.17,1534.7,32.39,196.2,1,train
APDA-ROADMAP-POS-0543,25.75336,91.90581,2.97,44.93,159.96,276.6,482.01,0.353,0.175,983.8,41.7,232.1,1,train
APDA-ROADMAP-POS-0243,25.75578,91.91128,13.27,28.38,119.65,202.35,280.21,0.429,0.105,1150.4,20.04,92.5,1,train
APDA-ROADMAP-POS-0899,25.66817,94.10803,4.22,31.71,159.73,277.85,420.86,0.367,0.225,1308.4,33.24,181.7,1,train
APDA-ROADMAP-NEG-0134,27.6393,92.57291,0.55,6.13,18.53,41.2,51.48,0.129,0.014,162.4,4.73,338.9,0,train
APDA-ROADMAP-NEG-0449,25.82248,92.18778,0.67,4.14,5.85,19.55,51.6,0.08,0.003,838.5,10.91,146.7,0,train
APDA-ROADMAP-NEG-0869,26.59273,91.44119,0.33,6.17,8.74,31.27,34.02,0.213,-0.018,376.0,0.88,19.6,0,train
APDA-ROADMAP-POS-0843,25.75203,91.90304,27.92,55.32,193.17,349.45,411.66,0.32,0.08,1239.3,41.75,235.3,1,train
APDA-ROADMAP-NEG-0419,26.04296,93.71548,1.77,5.58,17.46,25.44,50.06,0.093,-0.032,172.1,4.41,284.0,0,train
APDA-ROADMAP-NEG-0654,27.70797,92.06861,0.12,7.9,22.03,45.21,66.51,0.28,-0.002,296.4,11.7,277.1,0,train
APDA-ROADMAP-NEG-0970,25.67631,93.59239,1.35,2.74,10.04,23.46,36.89,0.114,-0.029,754.1,9.55,216.2,0,train
APDA-ROADMAP-POS-0662,25.305,91.70706,23.36,70.09,119.02,210.17,259.22,0.335,0.179,1197.2,36.97,60.6,1,train
APDA-ROADMAP-NEG-0211,28.00265,88.21378,0.63,5.47,8.1,12.85,33.03,0.28,-0.007,716.9,1.24,349.5,0,train
APDA-ROADMAP-POS-0315,27.58202,91.8652,9.48,64.79,113.5,286.82,455.49,0.443,0.169,1625.6,41.58,230.6,1,train
APDA-ROADMAP-POS-0692,27.33044,88.61112,14.74,54.81,142.03,220.61,467.22,0.428,0.218,1779.8,33.14,159.5,1,train
APDA-ROADMAP-NEG-0504,25.76643,92.67747,1.15,7.09,15.42,34.83,61.56,0.197,-0.046,762.1,7.56,338.1,0,train
APDA-ROADMAP-POS-0425,25.60426,90.58449,7.16,34.18,172.52,331.35,460.49,0.388,0.212,1066.9,45.45,194.1,1,train
APDA-ROADMAP-POS-0595,27.58518,91.85969,12.75,48.12,128.58,253.51,445.67,0.43,0.229,1674.2,43.87,230.6,1,train
APDA-ROADMAP-NEG-0964,25.90508,92.65757,0.87,6.33,16.09,17.65,51.38,0.206,-0.077,488.5,0.84,164.3,0,train
APDA-ROADMAP-POS-0623,25.75363,91.90377,12.19,32.02,161.05,265.49,490.83,0.342,0.211,1044.0,35.08,186.3,1,train
APDA-ROADMAP-NEG-0171,27.94701,88.88834,1.3,9.3,11.26,28.79,47.23,0.129,-0.122,735.4,4.49,104.7,0,train
APDA-ROADMAP-NEG-0044,25.27841,92.58184,2.66,5.4,7.67,11.6,38.52,0.137,-0.019,682.1,11.25,4.0,0,train
APDA-ROADMAP-POS-0228,24.83255,92.8005,13.49,48.07,127.95,202.95,355.89,0.409,0.192,465.1,34.35,178.3,1,train
APDA-ROADMAP-NEG-0118,23.44114,92.26548,0.29,6.38,11.3,32.99,45.95,0.2,-0.031,731.1,3.18,298.6,0,train
APDA-ROADMAP-NEG-0332,27.08145,88.2294,2.93,9.7,22.64,41.15,50.52,0.103,-0.033,668.3,14.91,80.0,0,train
APDA-ROADMAP-NEG-0316,26.92323,93.84832,0.01,6.62,7.18,23.0,43.38,0.142,-0.067,611.5,2.01,66.6,0,train
APDA-ROADMAP-POS-0067,25.07276,93.15391,3.26,35.6,98.08,211.15,317.25,0.406,0.111,927.6,23.1,150.7,1,train
APDA-ROADMAP-POS-0025,25.60606,90.58428,16.82,59.34,95.88,222.17,271.06,0.342,0.153,974.4,31.64,213.5,1,train
APDA-ROADMAP-POS-0145,25.60598,90.58905,14.04,32.74,122.33,286.62,458.95,0.485,0.249,1270.0,29.38,182.2,1,train
APDA-ROADMAP-POS-0537,24.78881,93.68202,9.13,51.5,83.62,163.76,215.98,0.339,0.247,361.8,33.82,163.7,1,train
APDA-ROADMAP-POS-0812,27.3314,88.61198,11.52,49.97,122.62,168.86,331.44,0.32,0.277,1588.2,47.27,141.2,1,train
APDA-ROADMAP-NEG-0467,24.62712,93.57727,1.51,4.36,19.12,26.9,39.86,0.08,-0.018,453.4,0.24,327.4,0,train
APDA-ROADMAP-POS-0086,25.17868,93.02487,2.22,51.56,193.16,302.87,477.9,0.32,0.234,1399.6,36.36,153.1,1,train
APDA-ROADMAP-NEG-0661,25.21641,92.04388,1.09,8.39,16.51,18.36,43.36,0.101,-0.054,122.5,3.97,250.1,0,train
APDA-ROADMAP-NEG-0646,24.90232,92.56993,1.01,1.91,3.44,27.68,51.37,0.244,-0.065,102.5,1.07,243.2,0,train
APDA-ROADMAP-NEG-0805,25.89008,90.33378,0.13,5.79,11.34,23.53,36.09,0.28,-0.041,570.9,1.13,94.5,0,train
APDA-ROADMAP-NEG-0818,24.07847,92.49251,1.14,7.27,19.34,22.14,55.11,0.181,-0.003,527.9,6.67,141.8,0,train
APDA-ROADMAP-NEG-0577,24.5386,93.94305,0.75,3.0,12.13,30.33,65.08,0.28,-0.046,494.1,3.27,292.0,0,train
APDA-ROADMAP-NEG-0145,25.76726,90.74555,1.88,9.24,16.48,36.01,55.21,0.15,0.031,412.2,0.96,196.1,0,train
APDA-ROADMAP-POS-0363,25.75939,91.9074,11.53,55.41,155.38,223.6,410.59,0.398,0.214,1147.3,33.41,167.3,1,train
APDA-ROADMAP-NEG-0612,27.57753,88.85334,1.0,6.28,6.78,8.18,34.85,0.097,-0.09,386.4,3.36,47.0,0,train
APDA-ROADMAP-NEG-0866,25.49649,92.85716,1.4,2.06,2.59,6.07,17.87,0.236,-0.055,479.9,5.23,261.9,0,train
APDA-ROADMAP-NEG-0027,24.69939,92.66843,0.43,5.56,19.61,36.35,36.96,0.28,-0.095,98.1,2.74,56.5,0,train
APDA-ROADMAP-NEG-0031,27.42939,88.75538,1.08,4.61,18.28,28.51,40.64,0.098,-0.065,667.5,0.01,160.6,0,train
APDA-ROADMAP-NEG-0304,25.28508,92.51209,0.28,3.57,13.08,20.59,30.14,0.08,0.014,279.8,1.13,97.1,0,train
APDA-ROADMAP-NEG-0356,27.35582,93.92003,0.39,2.8,7.35,10.77,39.98,0.09,-0.108,675.1,2.35,67.5,0,train
APDA-ROADMAP-NEG-0731,28.15064,89.01286,0.91,7.63,9.9,18.73,18.77,0.28,-0.031,312.6,4.22,0.6,0,train
APDA-ROADMAP-POS-0666,25.18296,93.0223,11.48,65.06,113.27,207.61,259.5,0.37,0.192,1135.0,31.04,297.4,1,train
APDA-ROADMAP-POS-0365,25.60032,90.58379,4.99,26.11,158.06,233.77,424.05,0.348,0.32,1095.8,30.51,235.9,1,train
APDA-ROADMAP-POS-0078,23.7258,92.71959,18.24,77.16,208.22,380.29,446.95,0.417,0.254,493.0,37.95,33.9,1,train
APDA-ROADMAP-POS-0028,24.83356,92.80286,12.19,67.08,207.61,318.11,467.37,0.445,0.211,499.1,42.42,183.1,1,train
APDA-ROADMAP-NEG-0437,25.20841,94.0778,1.19,3.74,3.96,19.75,34.84,0.128,-0.059,654.0,9.43,339.9,0,train
APDA-ROADMAP-POS-0526,25.17879,93.0202,9.48,30.64,147.57,201.22,433.0,0.39,0.207,1213.9,44.19,221.0,1,train
APDA-ROADMAP-NEG-0835,27.43382,92.23299,0.14,1.71,16.67,23.09,47.09,0.214,-0.04,396.9,1.5,348.3,0,train
APDA-ROADMAP-POS-0056,27.09867,93.61685,13.84,44.26,95.53,230.46,448.12,0.417,0.21,1450.0,28.73,186.1,1,train
APDA-ROADMAP-POS-0639,25.6712,94.10806,6.43,36.68,166.76,265.83,416.58,0.32,0.229,1262.4,33.16,200.9,1,train
APDA-ROADMAP-POS-0303,25.75496,91.90405,13.34,33.3,181.03,245.68,326.15,0.494,0.148,1062.4,41.95,199.1,1,train
APDA-ROADMAP-POS-0719,25.67541,94.11171,22.03,42.74,122.58,176.24,227.27,0.502,0.217,1165.3,37.71,181.2,1,train
APDA-ROADMAP-POS-0625,25.60318,90.58145,8.16,53.75,184.37,324.66,395.87,0.491,0.201,1063.6,38.54,173.7,1,train
APDA-ROADMAP-POS-0008,24.83551,92.80207,3.96,19.99,165.02,272.54,476.91,0.495,0.193,769.5,27.77,157.1,1,train
APDA-ROADMAP-POS-0804,25.44587,92.19503,25.11,77.32,120.96,191.33,327.92,0.468,0.224,1068.6,27.39,219.0,1,train
APDA-ROADMAP-NEG-0050,25.66192,93.12298,0.0,4.3,12.95,21.25,33.11,0.09,0.007,203.6,2.81,248.1,0,train
APDA-ROADMAP-POS-0337,24.77863,93.68477,25.06,67.6,175.62,323.88,432.42,0.402,0.109,586.5,33.46,184.5,1,train
APDA-ROADMAP-POS-0048,24.82741,92.80109,24.46,80.14,214.01,365.74,426.71,0.476,0.182,554.6,34.74,263.2,1,train
APDA-ROADMAP-NEG-0764,25.16945,92.01288,0.46,5.84,19.77,21.99,49.21,0.08,-0.028,555.7,0.55,178.6,0,train
APDA-ROADMAP-POS-0107,25.07263,93.1553,14.62,51.0,153.4,227.78,276.72,0.355,0.126,798.8,37.23,279.6,1,train
APDA-ROADMAP-POS-0350,26.01113,93.42097,10.8,65.28,128.37,186.34,431.36,0.385,0.175,1000.8,41.38,210.6,1,train
APDA-ROADMAP-NEG-0080,26.60424,87.91727,2.96,5.28,6.09,20.46,21.67,0.28,-0.04,638.3,1.76,308.0,0,train
APDA-ROADMAP-POS-0239,25.67468,94.11176,5.18,54.65,189.91,302.65,517.44,0.408,0.204,1196.1,35.7,152.5,1,train
APDA-ROADMAP-POS-0214,27.35417,92.41357,8.72,46.93,139.71,309.16,479.37,0.385,0.193,1574.3,24.71,224.9,1,train
APDA-ROADMAP-NEG-0776,26.81256,94.0894,0.98,8.72,14.88,32.36,32.71,0.159,-0.069,229.3,14.59,325.5,0,train
APDA-ROADMAP-NEG-0139,25.88562,94.46557,1.45,8.63,19.67,25.03,34.15,0.08,-0.045,359.3,4.85,91.9,0,train
APDA-ROADMAP-POS-0794,27.34999,92.41963,24.05,61.59,172.82,236.4,447.72,0.356,0.172,1688.1,32.2,187.0,1,train
APDA-ROADMAP-NEG-0587,25.35073,93.41331,0.99,8.28,19.49,29.91,47.3,0.28,-0.0,780.6,11.18,215.3,0,train
APDA-ROADMAP-NEG-0583,26.2317,92.2731,0.19,5.87,8.36,18.36,47.74,0.157,-0.039,269.8,11.39,309.2,0,train
APDA-ROADMAP-NEG-0672,26.9302,88.80627,2.37,6.02,19.03,19.62,50.43,0.138,0.004,391.7,0.0,86.8,0,train
APDA-ROADMAP-POS-0524,25.43541,92.19547,2.36,22.0,69.53,112.41,228.71,0.463,0.172,1017.6,30.19,53.2,1,train
APDA-ROADMAP-POS-0233,27.18479,88.35484,9.74,48.91,157.54,307.16,521.07,0.32,0.093,1508.6,44.49,217.3,1,train
APDA-ROADMAP-POS-0645,25.60284,90.58437,13.86,44.45,110.42,231.79,361.97,0.434,0.221,1515.0,41.42,202.2,1,train
APDA-ROADMAP-NEG-0508,25.06658,92.96057,0.35,2.66,14.27,27.44,45.04,0.183,-0.033,410.1,1.79,300.9,0,train
APDA-ROADMAP-POS-0534,27.35532,92.41893,15.37,47.64,146.78,276.86,485.59,0.446,0.176,1441.4,46.05,142.4,1,train
APDA-ROADMAP-NEG-0942,25.46,91.23805,0.78,1.0,12.03,26.37,45.41,0.28,-0.069,759.9,1.28,23.7,0,train
APDA-ROADMAP-POS-0604,25.43697,92.1905,25.6,53.59,200.59,320.53,469.05,0.412,0.208,1197.4,33.3,173.9,1,train
APDA-ROADMAP-NEG-0330,26.45457,93.10608,0.02,2.04,7.08,18.67,18.74,0.147,-0.02,155.7,1.66,180.7,0,train
APDA-ROADMAP-NEG-0075,27.41596,92.27002,1.79,9.22,19.85,27.37,30.69,0.08,-0.125,217.4,10.05,321.7,0,train
APDA-ROADMAP-NEG-0305,26.01853,90.91279,0.35,7.76,20.32,35.74,43.77,0.278,-0.039,578.3,2.46,10.8,0,train
APDA-ROADMAP-POS-0061,25.53354,91.87236,13.92,35.15,158.07,214.27,336.18,0.32,0.32,1031.5,42.86,156.8,1,train
APDA-ROADMAP-NEG-0264,25.92741,91.90316,0.6,2.72,8.45,12.45,47.0,0.147,0.036,690.7,0.14,226.4,0,train
APDA-ROADMAP-POS-0093,27.18585,88.36125,14.3,42.25,86.4,159.76,305.37,0.423,0.155,1335.2,41.83,189.9,1,train
APDA-ROADMAP-POS-0667,25.07307,93.15639,8.7,31.43,147.74,197.6,254.63,0.444,0.184,1043.5,46.21,150.4,1,train
APDA-ROADMAP-POS-0281,25.53526,91.86917,7.39,64.08,166.25,313.59,364.89,0.434,0.145,1141.3,32.29,220.4,1,train
APDA-ROADMAP-NEG-0114,26.86266,92.62546,1.79,5.68,5.93,10.31,12.07,0.198,0.01,391.9,0.69,271.8,0,train
APDA-ROADMAP-POS-0360,27.03724,88.2665,10.82,66.25,180.17,294.71,470.2,0.32,0.13,1409.9,28.82,183.8,1,train
APDA-ROADMAP-NEG-0129,26.60492,91.93997,0.1,5.13,12.74,16.62,37.14,0.166,0.038,253.0,3.57,90.6,0,train
APDA-ROADMAP-NEG-0170,26.2534,93.69759,1.1,2.95,7.29,30.84,50.22,0.198,-0.037,644.2,5.25,284.4,0,train
APDA-ROADMAP-POS-0848,24.83417,92.80282,6.71,39.79,148.44,313.41,463.55,0.354,0.218,481.7,30.53,228.1,1,train
APDA-ROADMAP-NEG-0522,24.82094,91.96102,0.63,5.8,20.62,28.12,52.83,0.24,0.051,666.0,8.27,107.6,0,train
APDA-ROADMAP-POS-0111,27.69265,88.58093,7.01,28.88,141.38,188.01,288.2,0.354,0.165,1736.2,27.68,41.7,1,train
APDA-ROADMAP-POS-0043,25.75733,91.90742,2.55,55.95,160.24,223.03,425.34,0.398,0.282,857.0,20.89,164.2,1,train
APDA-ROADMAP-POS-0126,25.18262,93.0217,14.16,44.42,158.87,227.48,287.13,0.472,0.241,1135.1,36.48,161.6,1,train
APDA-ROADMAP-POS-0205,25.60004,90.58362,4.07,51.0,171.83,342.91,573.36,0.376,0.183,1074.3,27.11,295.1,1,train
APDA-ROADMAP-POS-0053,27.18796,88.36147,5.95,55.93,148.05,256.73,407.98,0.426,0.202,1815.4,38.94,164.8,1,train
APDA-ROADMAP-POS-0546,25.18638,93.02516,2.81,37.9,108.16,212.51,347.11,0.416,0.106,1301.6,30.16,188.6,1,train
APDA-ROADMAP-POS-0069,26.17005,91.75598,7.78,64.62,106.6,161.63,225.85,0.32,0.245,993.1,29.78,175.7,1,train
APDA-ROADMAP-NEG-0741,25.10667,92.35398,0.1,4.98,10.99,22.33,54.21,0.081,-0.137,541.9,4.32,223.7,0,train
APDA-ROADMAP-NEG-0548,25.03801,92.60577,0.54,5.21,7.3,28.52,43.18,0.117,0.003,712.8,6.25,84.2,0,train
APDA-ROADMAP-POS-0184,25.43837,92.19399,13.46,51.1,161.72,313.1,476.92,0.429,0.123,1116.1,28.4,122.5,1,train
APDA-ROADMAP-POS-0138,23.73061,92.71721,8.39,66.17,195.66,274.47,325.67,0.459,0.23,635.7,29.18,161.2,1,train
APDA-ROADMAP-POS-0900,27.03739,88.26317,19.63,40.84,189.24,330.09,497.9,0.39,0.281,1528.0,41.72,192.9,1,train
APDA-ROADMAP-POS-0797,24.78581,93.68303,9.25,68.22,170.28,333.48,387.1,0.419,0.204,448.8,45.84,354.5,1,train
APDA-ROADMAP-POS-0133,27.18725,88.35995,11.68,41.52,183.35,318.82,563.48,0.32,0.236,1693.2,35.26,229.3,1,train
APDA-ROADMAP-POS-0081,25.54069,91.87099,22.69,67.96,150.14,222.15,413.75,0.49,0.098,1245.7,35.68,217.1,1,train
APDA-ROADMAP-NEG-0987,24.84804,93.64163,0.08,1.42,12.36,20.06,48.07,0.184,-0.036,237.9,2.02,217.2,0,train
APDA-ROADMAP-NEG-0541,25.35916,91.44608,0.55,5.82,18.29,23.03,54.61,0.108,-0.027,748.3,1.56,135.6,0,train
APDA-ROADMAP-POS-0542,25.29687,91.71364,16.0,64.67,187.52,233.01,465.19,0.448,0.154,1342.5,46.03,152.3,1,train
APDA-ROADMAP-NEG-0669,25.70965,91.55421,0.19,0.74,3.52,13.9,31.27,0.157,-0.012,112.4,0.99,318.0,0,train
APDA-ROADMAP-POS-0984,25.4425,92.19485,14.31,68.93,214.75,360.17,418.83,0.367,0.127,1082.8,51.19,212.4,1,train
APDA-ROADMAP-POS-0166,25.18993,93.0288,13.67,71.34,112.32,197.99,287.27,0.523,0.207,1103.7,33.59,228.9,1,train
APDA-ROADMAP-POS-0249,26.16974,91.75751,20.14,67.73,179.5,252.31,407.97,0.434,0.177,970.0,43.53,278.4,1,train
APDA-ROADMAP-POS-0447,25.07276,93.15883,3.06,41.49,140.38,304.38,475.4,0.433,0.133,885.8,46.19,74.3,1,train
APDA-ROADMAP-NEG-0515,27.76595,91.3728,0.39,0.68,5.26,13.7,42.09,0.28,-0.024,322.3,1.11,129.1,0,train
APDA-ROADMAP-POS-0859,25.67297,94.11557,9.96,32.55,82.37,235.8,279.04,0.32,0.204,917.8,24.13,173.3,1,train
APDA-ROADMAP-NEG-0212,27.13175,88.35182,0.25,4.2,8.36,28.94,45.96,0.08,-0.019,749.1,4.1,36.6,0,train
