sample_id,coolr_event_id,event_date,state,district,latitude,longitude,landslide_category,trigger_mechanism,landslide,copernicus_elevation_m,copernicus_slope_deg,copernicus_aspect_deg,copernicus_plan_curvature,copernicus_profile_curvature,copernicus_twi,gpm_imerg_rainfall_1d_mm,gpm_imerg_rainfall_3d_mm,gpm_imerg_rainfall_7d_mm,gpm_imerg_peak_intensity_mm_h,smap_surface_moisture_m3m3,smap_rootzone_moisture_m3m3,smap_soil_saturation_ratio,data_source_events,data_source_rainfall,data_source_moisture,data_source_terrain,split
APDA-V1-NEG-00065,NONE_ABSENCE_CONTROL,2021-12-26,Assam,Kamrup Metro,26.0688,91.63414,none,none,0,1527.2,4.82,204.5,0.00435,0.0152,6.64,5.71,28.02,56.6,0.95,0.141,0.13,0.32,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-NEG-00154,NONE_ABSENCE_CONTROL,2023-09-27,Assam,Nagaon,26.45824,92.80286,none,none,0,1630.6,3.43,269.6,-0.00959,-0.00292,7.23,3.59,28.19,32.87,0.6,0.148,0.136,0.343,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00209,NONE_ABSENCE_CONTROL,2022-05-18,Assam,Kamrup Metro,26.16147,91.76133,none,none,0,1737.1,6.81,162.5,0.01748,-0.00192,6.76,17.4,22.8,59.84,2.9,0.116,0.107,0.245,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00672,COOLR-IN-NER-021-INST-672,2021-08-05,Manipur,Senapati,25.26972,94.01905,translational_slide,monsoon_rain,1,1615.3,39.09,159.7,-0.05569,0.07791,6.05,102.49,206.4,306.33,15.68,0.37,0.32,0.68,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00406,NONE_ABSENCE_CONTROL,2022-10-03,Tripura,West Tripura,23.7205,91.36853,none,none,0,1316.3,3.92,122.1,0.02209,0.02214,6.86,0.2,2.08,8.41,0.03,0.033,0.03,0.072,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00556,COOLR-IN-NER-029-INST-556,2022-05-14,Tripura,Dhalai,23.85094,91.94975,shallow_slide,heavy_rain,1,535.6,40.55,136.1,-0.07397,0.03124,4.8,118.93,334.17,606.38,30.97,0.494,0.439,0.917,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00158,NONE_ABSENCE_CONTROL,2022-07-18,Tripura,West Tripura,23.87459,91.1931,none,none,0,582.7,3.92,311.9,0.00494,0.01689,6.82,14.12,17.2,41.53,2.35,0.1,0.092,0.215,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00134,COOLR-IN-NER-010-INST-134,2023-07-25,Assam,Kamrup Metropolitan,26.17477,91.76272,shallow_slide,urban_downpour,1,1787.1,36.86,279.0,0.04377,0.0213,6.3,36.66,159.74,213.49,8.76,0.469,0.425,0.888,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00359,NONE_ABSENCE_CONTROL,2021-10-12,Manipur,Imphal East,24.9544,94.0644,none,none,0,1178.6,0.46,14.5,0.01275,0.00562,8.19,6.28,13.74,52.3,1.05,0.241,0.222,0.494,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00074,NONE_ABSENCE_CONTROL,2023-12-29,Assam,Nagaon,26.29564,92.61761,none,none,0,1633.2,9.25,354.8,0.01534,0.01973,5.13,1.87,22.91,54.36,0.31,0.106,0.098,0.241,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00409,COOLR-IN-NER-006-INST-409,2024-05-18,Meghalaya,East Khasi Hills,25.5601,91.88242,shallow_slide,cyclone_remnants,1,797.2,46.96,208.1,-0.08796,0.03962,4.85,122.31,226.71,471.64,35.61,0.357,0.314,0.68,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00369,COOLR-IN-NER-028-INST-369,2020-08-24,Nagaland,Phek,25.68017,94.49804,debris_flow,monsoon_rain,1,611.4,34.37,359.9,-0.00721,0.03469,6.33,124.08,253.51,483.94,23.46,0.343,0.312,0.698,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00508,COOLR-IN-NER-012-INST-508,2023-09-19,Sikkim,North Sikkim,27.68981,88.58412,complex_glol_debris,glacial_lake_outburst_rain,1,3447.7,36.23,211.6,-0.07765,0.00913,6.3,65.72,234.8,528.13,14.49,0.525,0.481,0.947,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-NEG-00432,NONE_ABSENCE_CONTROL,2021-09-19,West Bengal,Jalpaiguri,26.58032,88.85867,none,none,0,730.3,1.33,312.5,0.00765,-0.00989,7.68,13.47,31.99,45.26,2.24,0.086,0.079,0.193,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00505,COOLR-IN-NER-009-INST-505,2022-06-29,Assam,Cachar,24.83558,92.80302,mudslide,flooding_rain,1,1355.6,31.27,190.9,-0.08203,0.01749,5.97,62.29,221.98,499.98,19.13,0.491,0.43,0.904,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00739,NONE_ABSENCE_CONTROL,2023-09-20,Assam,Dibrugarh,27.54428,94.98069,none,none,0,3332.7,3.52,111.8,0.01211,0.00117,7.7,5.54,24.81,51.97,0.92,0.151,0.139,0.345,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00348,COOLR-IN-NER-007-INST-348,2022-05-19,Assam,Dima Hasao,25.18735,93.02223,rotational_slide,torrential_rain,1,1579.7,28.01,143.5,-0.01555,0.05315,6.62,70.85,141.77,232.0,14.65,0.38,0.338,0.727,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00387,COOLR-IN-NER-015-INST-387,2020-08-24,Sikkim,West Sikkim,27.2884,88.24451,translational_slide,continuous_rain,1,2064.5,27.38,169.2,-0.06612,0.06563,6.59,87.43,288.52,460.99,19.8,0.362,0.334,0.68,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00001,COOLR-IN-NER-001-INST-1,2023-06-11,Meghalaya,East Khasi Hills,25.53162,91.86872,debris_flow,monsoon_rain,1,1103.9,41.1,218.0,-0.05137,0.03167,6.22,105.65,282.37,466.31,16.49,0.485,0.448,0.954,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00361,COOLR-IN-NER-020-INST-361,2022-06-18,Manipur,Noney,24.78723,93.68243,massive_debris_slide,unprecedented_continuous_rain,1,876.1,39.7,162.9,-0.1142,0.03981,6.05,135.72,313.38,518.25,29.86,0.414,0.374,0.823,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00145,NONE_ABSENCE_CONTROL,2022-06-17,Assam,Kamrup Metro,26.17584,91.8039,none,none,0,809.5,3.14,309.3,0.02958,0.00611,7.13,0.6,5.68,30.03,0.1,0.132,0.121,0.299,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00079,NONE_ABSENCE_CONTROL,2023-02-22,Manipur,Imphal East,24.81675,93.81986,none,none,0,1433.8,15.97,347.1,-0.01341,-0.01582,4.67,0.88,19.88,39.16,0.15,0.292,0.269,0.584,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00666,NONE_ABSENCE_CONTROL,2021-02-12,Assam,Nagaon,26.35403,92.79281,none,none,0,1486.0,16.0,265.4,-0.01629,-0.00336,5.6,1.25,17.2,37.11,0.21,0.252,0.232,0.553,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00476,COOLR-IN-NER-011-INST-476,2021-07-12,Assam,Karbi Anglong,26.00746,93.41779,debris_flow,continuous_rain,1,1190.3,33.07,177.6,-0.08681,0.07329,5.75,152.4,329.38,557.21,21.41,0.349,0.321,0.68,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00531,NONE_ABSENCE_CONTROL,2022-09-27,Assam,Dibrugarh,27.54058,95.02503,none,none,0,3482.3,0.98,138.9,-0.01143,-0.01339,8.67,1.35,25.36,51.66,0.22,0.133,0.122,0.284,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00058,COOLR-IN-NER-027-INST-58,2022-07-31,Nagaland,Mokokchung,26.335,94.5213,mudslide,monsoon_rain,1,1865.1,30.27,225.9,-0.05281,0.01803,6.51,60.51,231.29,521.32,17.42,0.36,0.305,0.68,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00638,COOLR-IN-NER-018-INST-638,2022-06-14,Arunachal Pradesh,Papum Pare,27.09965,93.61683,mudslide,continuous_rain,1,2221.9,21.62,153.7,-0.01116,0.02051,6.89,35.0,143.37,203.35,11.57,0.413,0.373,0.793,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00581,NONE_ABSENCE_CONTROL,2022-01-25,Meghalaya,West Garo Hills,25.642,90.13048,none,none,0,1410.3,8.26,269.3,0.01743,0.02056,5.27,5.24,27.52,31.18,0.87,0.128,0.118,0.298,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00304,NONE_ABSENCE_CONTROL,2021-03-06,West Bengal,Jalpaiguri,26.55723,88.83563,none,none,0,1283.7,3.21,190.0,-0.0154,0.00331,7.68,1.05,2.32,24.43,0.18,0.106,0.098,0.23,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-NEG-00621,NONE_ABSENCE_CONTROL,2021-08-14,Meghalaya,West Garo Hills,25.50936,90.09239,none,none,0,1686.8,6.81,315.2,-0.01543,0.00713,5.28,3.74,26.32,63.47,0.62,0.123,0.113,0.292,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00173,COOLR-IN-NER-018-INST-173,2022-06-20,Arunachal Pradesh,Papum Pare,27.10079,93.61581,mudslide,continuous_rain,1,3144.5,40.65,200.9,-0.03224,0.02581,5.6,97.63,314.39,600.06,15.44,0.337,0.309,0.68,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00451,COOLR-IN-NER-017-INST-451,2021-06-01,Arunachal Pradesh,Tawang,27.58708,91.85939,debris_avalanche,rain_snowmelt,1,1610.3,46.85,221.2,-0.09537,-0.00639,4.34,146.78,280.9,461.71,25.05,0.43,0.394,0.86,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00126,COOLR-IN-NER-002-INST-126,2022-06-20,Meghalaya,East Khasi Hills,25.29762,91.71003,mudslide,downpour,1,826.1,44.27,138.1,-0.01657,-0.0218,5.9,92.38,260.9,317.35,26.3,0.405,0.364,0.803,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-NEG-00430,NONE_ABSENCE_CONTROL,2022-08-05,Tripura,West Tripura,23.85393,91.3627,none,none,0,427.5,1.49,359.1,-0.00956,-0.00241,8.14,20.25,40.07,44.36,3.37,0.184,0.169,0.435,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00531,COOLR-IN-NER-004-INST-531,2021-08-15,Meghalaya,West Jaintia Hills,25.43721,92.19833,translational_slide,monsoon_rain,1,1620.7,48.36,206.9,-0.02516,0.07489,5.7,80.94,202.15,359.62,20.38,0.451,0.416,0.865,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00108,NONE_ABSENCE_CONTROL,2022-03-10,Meghalaya,Ri-Bhoi,25.84036,91.8773,none,none,0,1104.9,15.41,244.4,-0.00426,0.01295,6.27,2.32,18.41,59.46,0.39,0.093,0.086,0.205,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00714,COOLR-IN-NER-001-INST-714,2023-06-21,Meghalaya,East Khasi Hills,25.53293,91.8675,debris_flow,monsoon_rain,1,1654.7,35.35,143.0,-0.08432,0.06206,5.48,67.88,284.28,407.29,11.76,0.459,0.419,0.835,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00091,COOLR-IN-NER-029-INST-91,2022-05-18,Tripura,Dhalai,23.85535,91.95139,shallow_slide,heavy_rain,1,1114.6,32.88,236.4,-0.05257,0.06463,6.24,42.27,118.26,170.79,12.43,0.524,0.477,0.939,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00701,NONE_ABSENCE_CONTROL,2021-06-22,Meghalaya,West Garo Hills,25.61229,90.149,none,none,0,1835.8,4.57,98.1,0.02783,-0.00583,6.08,15.62,32.56,62.68,2.6,0.223,0.205,0.499,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00182,COOLR-IN-NER-027-INST-182,2022-08-11,Nagaland,Mokokchung,26.3234,94.5228,mudslide,monsoon_rain,1,1491.6,42.43,248.1,0.0114,0.05971,5.71,45.06,226.2,494.88,11.75,0.427,0.386,0.856,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-NEG-00126,NONE_ABSENCE_CONTROL,2023-01-05,Tripura,West Tripura,23.78282,91.41046,none,none,0,302.1,0.96,96.2,-0.00053,0.00282,8.78,2.54,12.73,49.06,0.42,0.056,0.052,0.121,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00281,NONE_ABSENCE_CONTROL,2023-04-07,Assam,Kamrup Metro,26.20207,91.75181,none,none,0,1838.7,2.41,78.7,-0.00404,-0.0012,8.13,0.42,3.05,43.62,0.07,0.111,0.102,0.235,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00037,NONE_ABSENCE_CONTROL,2021-05-28,Meghalaya,West Garo Hills,25.54261,90.26145,none,none,0,1619.0,4.82,100.7,0.00459,0.01173,6.94,7.52,17.72,38.73,1.25,0.061,0.056,0.131,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00415,COOLR-IN-NER-012-INST-415,2023-09-27,Sikkim,North Sikkim,27.69188,88.59415,complex_glol_debris,glacial_lake_outburst_rain,1,1564.3,32.49,229.1,-0.03168,0.09623,6.18,104.61,266.32,346.89,25.93,0.517,0.457,0.9,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00252,COOLR-IN-NER-004-INST-252,2021-08-17,Meghalaya,West Jaintia Hills,25.44616,92.20081,translational_slide,monsoon_rain,1,936.7,32.12,3.3,-0.02374,0.02864,6.33,82.35,156.83,336.83,23.15,0.495,0.449,0.926,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00070,COOLR-IN-NER-008-INST-70,2022-05-08,Assam,Dima Hasao,25.07082,93.15283,debris_flow,monsoon_rain,1,1511.3,36.81,233.3,-0.07747,0.06934,6.25,103.15,181.77,424.22,17.21,0.446,0.411,0.828,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-NEG-00054,NONE_ABSENCE_CONTROL,2022-08-10,Tripura,West Tripura,23.90802,91.23085,none,none,0,894.5,8.83,76.4,-0.02691,0.00049,6.33,8.21,14.58,24.45,1.37,0.186,0.171,0.395,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00132,COOLR-IN-NER-008-INST-132,2022-05-23,Assam,Dima Hasao,25.07219,93.15169,debris_flow,monsoon_rain,1,638.0,37.69,192.9,0.02027,0.02842,5.84,153.82,283.69,408.6,33.13,0.438,0.396,0.871,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-POS-00301,COOLR-IN-NER-022-INST-301,2020-06-30,Manipur,Tamenglong,24.9823,93.49515,mudslide,monsoon_rain,1,1145.7,31.73,149.1,-0.08562,0.06241,6.51,35.0,228.89,526.89,11.56,0.386,0.335,0.72,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00680,NONE_ABSENCE_CONTROL,2023-12-17,West Bengal,Jalpaiguri,26.46714,88.71639,none,none,0,803.2,5.17,141.1,-0.00857,-0.00224,6.08,0.91,2.05,30.18,0.15,0.12,0.11,0.285,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00327,COOLR-IN-NER-017-INST-327,2021-05-28,Arunachal Pradesh,Tawang,27.59035,91.86299,debris_avalanche,rain_snowmelt,1,3705.7,33.66,163.7,0.00048,0.02552,6.27,66.32,151.71,383.83,18.73,0.34,0.306,0.68,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00715,NONE_ABSENCE_CONTROL,2023-07-03,Assam,Dibrugarh,27.57246,95.04969,none,none,0,2349.5,2.14,195.2,0.02013,0.02815,7.86,1.12,1.69,7.37,0.19,0.292,0.269,0.621,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-NEG-00364,NONE_ABSENCE_CONTROL,2023-06-07,Meghalaya,Ri-Bhoi,25.79978,91.86822,none,none,0,856.2,7.27,244.9,-0.00324,0.00086,6.1,4.1,28.51,70.19,0.68,0.138,0.127,0.321,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-POS-00500,COOLR-IN-NER-004-INST-500,2021-08-06,Meghalaya,West Jaintia Hills,25.44429,92.19205,translational_slide,monsoon_rain,1,830.6,26.74,225.9,-0.02939,0.01155,5.33,83.13,223.32,341.47,14.41,0.478,0.422,0.905,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00628,NONE_ABSENCE_CONTROL,2021-04-28,Meghalaya,Ri-Bhoi,25.79135,91.99029,none,none,0,838.3,3.19,126.8,-0.00064,0.00377,6.0,0.48,18.94,31.84,0.08,0.076,0.07,0.165,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-NEG-00083,NONE_ABSENCE_CONTROL,2022-10-23,Assam,Dibrugarh,27.48161,95.06829,none,none,0,3155.8,4.37,275.3,0.00582,0.00625,7.42,2.28,5.14,20.07,0.38,0.121,0.111,0.272,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00365,COOLR-IN-NER-024-INST-365,2022-06-23,Mizoram,Lunglei,22.884,92.74696,mudslide,monsoon_rain,1,922.9,31.46,144.0,0.01607,-0.03437,5.81,123.9,276.73,573.28,35.83,0.388,0.339,0.68,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00496,COOLR-IN-NER-031-INST-496,2023-10-13,West Bengal,Kalimpong,27.06079,88.47358,debris_flow,teesta_river_erosion,1,2099.0,33.08,160.8,-0.03218,0.01728,6.25,65.92,265.4,346.14,9.91,0.38,0.338,0.692,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00645,NONE_ABSENCE_CONTROL,2021-02-12,Meghalaya,West Garo Hills,25.55548,90.19191,none,none,0,1385.3,2.88,8.5,0.01337,-0.00873,7.44,1.37,21.56,29.98,0.23,0.208,0.191,0.451,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00339,COOLR-IN-NER-029-INST-339,2022-05-15,Tripura,Dhalai,23.85285,91.95357,shallow_slide,heavy_rain,1,1089.8,38.57,61.5,-0.08725,-0.0026,4.82,55.23,169.46,341.74,13.22,0.461,0.423,0.945,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-POS-00422,COOLR-IN-NER-019-INST-422,2020-07-18,Arunachal Pradesh,Lower Subansiri,27.52915,93.81833,debris_flow,monsoon_rain,1,1515.0,28.68,46.3,-0.04317,0.038,6.26,170.41,257.03,557.73,26.85,0.445,0.393,0.858,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00165,COOLR-IN-NER-010-INST-165,2023-08-15,Assam,Kamrup Metropolitan,26.16785,91.76056,shallow_slide,urban_downpour,1,1927.3,18.58,218.5,0.02634,0.00235,6.73,62.91,155.97,365.56,12.72,0.43,0.398,0.872,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00029,COOLR-IN-NER-029-INST-29,2022-05-11,Tripura,Dhalai,23.85697,91.94777,shallow_slide,heavy_rain,1,1359.0,35.19,46.4,-0.06172,0.03858,5.86,106.75,312.86,601.41,18.3,0.475,0.441,0.861,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00517,COOLR-IN-NER-021-INST-517,2021-08-12,Manipur,Senapati,25.26634,94.02428,translational_slide,monsoon_rain,1,1840.3,30.38,197.0,-0.08142,0.04039,6.13,85.34,250.16,543.48,14.83,0.471,0.427,0.923,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00194,COOLR-IN-NER-008-INST-194,2022-05-15,Assam,Dima Hasao,25.07578,93.15936,debris_flow,monsoon_rain,1,1822.7,27.44,353.1,-0.03097,0.05567,5.13,143.72,198.78,342.47,28.93,0.523,0.465,0.918,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-NEG-00578,NONE_ABSENCE_CONTROL,2021-08-25,Assam,Nagaon,26.45333,92.77937,none,none,0,1607.2,2.85,53.3,0.00207,0.00496,7.31,0.7,13.89,46.45,0.12,0.109,0.1,0.252,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-NEG-00612,NONE_ABSENCE_CONTROL,2023-01-26,Meghalaya,Ri-Bhoi,25.76069,91.7486,none,none,0,1570.2,9.81,294.3,0.00671,0.01907,6.58,1.45,9.92,29.47,0.24,0.143,0.131,0.339,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-NEG-00196,NONE_ABSENCE_CONTROL,2022-05-06,Meghalaya,Ri-Bhoi,25.94127,91.89535,none,none,0,1544.1,8.84,296.1,0.0143,0.00496,6.41,3.4,17.89,56.55,0.57,0.163,0.15,0.335,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00611,NONE_ABSENCE_CONTROL,2021-10-28,Assam,Dibrugarh,27.60583,95.04216,none,none,0,3724.1,3.65,221.4,-0.00131,0.01034,7.25,1.74,6.06,11.04,0.29,0.164,0.151,0.366,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00170,COOLR-IN-NER-015-INST-170,2020-08-13,Sikkim,West Sikkim,27.28731,88.24527,translational_slide,continuous_rain,1,1726.4,51.84,233.7,-0.02884,0.07733,5.83,80.68,209.32,398.05,23.1,0.454,0.407,0.852,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00168,COOLR-IN-NER-013-INST-168,2022-06-27,Sikkim,East Sikkim,27.33116,88.6103,rockfall,heavy_rain,1,3491.8,34.17,175.4,-0.02689,0.017,6.43,122.88,173.46,354.58,18.13,0.422,0.375,0.831,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00653,COOLR-IN-NER-002-INST-653,2022-06-14,Meghalaya,East Khasi Hills,25.29973,91.7151,mudslide,downpour,1,1668.8,21.8,218.3,-0.06056,0.08729,5.93,54.34,178.84,335.43,10.91,0.367,0.311,0.68,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00174,COOLR-IN-NER-019-INST-174,2020-07-24,Arunachal Pradesh,Lower Subansiri,27.52846,93.8212,debris_flow,monsoon_rain,1,2326.0,34.09,207.8,-0.01223,0.05573,5.62,100.62,319.22,557.91,22.18,0.384,0.338,0.739,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00519,COOLR-IN-NER-023-INST-519,2024-05-22,Mizoram,Aizawl,23.72931,92.71136,stone_quarry_collapse,cyclone_remal_deluge,1,1018.7,31.17,144.7,-0.07428,0.06901,5.18,50.89,96.61,260.23,9.18,0.466,0.432,0.888,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-NEG-00464,NONE_ABSENCE_CONTROL,2022-05-01,West Bengal,Jalpaiguri,26.65307,88.61444,none,none,0,600.9,15.05,318.8,0.00374,0.0012,6.08,0.54,22.75,27.54,0.09,0.231,0.213,0.541,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
